a	1
aa	2	s1	L0,1
aalborg	1
aaron	1
ab	2
melvin	1
mem	1
membran	1	1
memoarer	1	2
memorera	1	2
memorial	1	3
memory	1
memphis	1
men	1
mena	2
menad	2
menade	2
menar	2
menas	2
menat	2
mendez	1
mendoza	1	1	o
mened	2	s1	L0,1
mening	2
meningar	2
meningarna	2
meningen	2
meningsfull	2	s2	L0
meningsfulla	2	s2	L0
meningsfullt	2	s2	L0
meningslös	2	s2	L0,2
meningslösa	2	s2	L0,2
meningslöst	2	s2	L0,2
meningsmotståndare	2	s3	L0,2
meningsskiljaktigheter	2	s5	L0,5
mens	1
mensen	1
menstruation	1	3
mensvärk	2	s1
mental	1	1
mentala	1	1
mentalitet	1	3
mentaliteten	1	3
mentalsjukhus	2	1	s3	L1,2,3
mentalt	1	1
mentor	2
mentorer	1	1
meny	1	1
menyer	1	1
menyn	1	1
mera	1
merete	2	1
merit	1
meriter	1	1
meritlista	2	1	s2	L1
merkel	1
merkurius	1	1
merle	1
merparten	2	s1	L0,1
mersmak	2	s1	L0,1
mervärde	2	s1	L0,1
meryl	1
mes	1
mesar	2
mesig	2
mesiga	2
mesigt	2
messias	2	1
messmör	2	s1	L0,1
mestadels	2	s2	L2
meta	2
metabolism	1	3
metadon	1	2	o
metafor	1	2	o
metaforen	1	2	o
metaforer	1	2	o
metall	1	1
metallen	1	1
metaller	1	1
metan	1	1
metangas	2	1	s2	L1,2
metanol	1	2	o
meteor	1	2	o
meteorolog	1	4	o
meteorologer	1	4	o
meteorologi	1	5
meteorologiska	1	4	o
meter	1
meters	1
metod	1	1
metoden	1	1
metoder	1	1
metoderna	1	1
metodik	1	2
metodiken	1	2
metodiskt	1	1
metro	2
metron	1
metropol	1	2	o
metropolis	1	1	o
metropolitan	1	2
mets	1
mette	2
mexico	1
mexikaner	1	2
mexikansk	1	2
mexikanska	1	2
mexikanskt	1	2
mexiko	1
mexikos	1
meyer	1
mf	2
mff	1	2
mg	1	2
mgm	1	2
mhz	1	2
mi	1
mia	2
miami	1	1
micael	2
michael	2
michaela	2	2
michaels	2
michail	1	2
michel	1	1
michelangelo	1	2
michelin	1	2
michelle	1	1
mick	1
micke	2
micken	1
micro	1
microsoft	1
microsofts	1
mid	1
midas	1
middag	1
middagar	2	s1	L1
middagen	1
middagsbordet	2	s2	L1,2
middagstid	2	s2	L1,2
midgård	1
midja	2
midjan	2
midland	1
midnatt	2	s1	L0
midsommar	2	s1	L0
midsommarafton	2	s3	L0
midsommarkransen	2	s3	L0
midsommarstången	2	s3	L0
midway	1
mig	1
migrän	1	1
miguel	1	1
mik	1
mika	2
mikael	2
mikaela	2	2
mikaels	2
mike	1
mikhail	1
miki	1
mikkelsen	2
mikro	1
mikrober	1	1	o
mikrobiologi	2	s5	L5
mikrofon	1	2	o
mikrofonen	1	2	o
mikrofoner	1	2	o
mikrogram	1	2
mikron	1
mikroorganismer	2	s4
mikroskop	1	2	o
mikroskopiska	1	2	o
mikrovågsugn	2	s3	L2
mil	1
mila	1
milan	2
milano	1	1
mild	1
milda	2
mildare	2
milde	2
mildra	2
mildred	1
mile	2
milen	1
miles	2
milis	1	1
militant	1	2
militanta	1	2
militär	1	2
militära	1	2
militärbas	2	2	s3	L2,3
militären	1	2
militärens	1	2
militärer	1	2
militärt	1	2
militärtjänst	2	2	s3	L2
milj	1	1
miljard	1	1
miljarder	1	1
miljarderna	1	1
miljardär	1	2
miljardären	1	2
miljardärer	1	2
miljon	1	1
miljonbelopp	2	1	s3	L1
miljonen	1	1
miljoner	1	1
miljonerna	1	1
miljonprogrammet	2	1	s3	L1
miljontals	2	1	s2	L1,2
miljonär	1	2
miljonärer	1	2
miljö	1	1
miljöarbete	2	1	s3	L1,3
miljöbalken	2	1	s2	L1
miljöer	1	1
miljöerna	1	1
miljöfarlig	2	1	s2	L1,2
miljöfrågor	2	1	s2	L1,2
miljöförstöring	2	1	s3	L1,3
miljömedvetna	2	1	s3	L1,2,3
miljöminister	2	1	s3	L1
miljömässigt	2	1	s2
miljömål	2	1	s2	L1,2
miljön	1	1
miljöns	1	1
miljöparti	2	1	s3	L1,3
miljöpartiet	2	1	s3	L1,3
miljöpartiets	2	1	s3	L1,3
miljöpartist	2	1	s3	L1
miljöpartisten	2	1	s3	L1
miljöpartister	2	1	s3	L1
miljöpolitik	2	1	s4	L1,4
miljöproblem	2	1	s3	L1,3
miljöpåverkan	2	1	s3	L1,2
miljörörelsen	2	1	s2	L1,2
miljöskydd	2	1	s2	L1
miljövänlig	2	1	s2	L1,2
miljövänliga	2	1	s2	L1,2
miljövänligare	2	1	s2	L1,2
miljövänligt	2	1	s2	L1,2
milkshake	1
mill	1
milla	2
mille	2
millennieskiftet	2	1	s4
millennium	1	1
miller	1
millers	1
milligram	1	2
millimeter	1	2
million	1	1
millioner	1	1
mills	1
milo	1
milos	1
mils	1
milstolpe	2	s1	L0
milt	1
milton	1
milwaukee	1	1
mim	1
mimi	2
mimmi	2
mimosa	2	1	o
min	1
mina	2
minas	2
mind	1
minderårig	2	s2	L2
minderåriga	2	s2	L2
mindes	2
minen	1
miner	2
mineral	1	2
mineraler	1	2
mineralvatten	2	2	s3	L2
ming	1
mingla	2
mini	1
miniatyr	1	3
minibuss	2	s2	L0
minigolf	2	s2	L0
minimal	1	2
minimala	1	2
minimalistisk	1	3
minimalt	1	2
minimera	1	2
minimerar	1	2
minimikrav	2	s3	L0,3
minimilön	2	s3	L0,3
miniminivå	2	s4	L0,4
minimum	1
mining	1
miniräknare	2	s2	L0,2
minister	1	1
ministeriet	1	2
ministern	1	1
ministerns	1	1
ministerpost	2	1	s3
ministerrådet	2	1	s3	L3
ministrar	1	1
ministrarna	1	1
mink	1
minkar	2
minna	2
minnas	2
minne	2
minneapolis	1	2
minnen	2
minnena	2
minnes	2
minnesfond	2	s2
minnesförlust	2	s3
minneskort	2	s2
minnesluckor	2	s2
minnesmärke	2	s2
minnesmärken	2	s2
minnesota	1	2
minnesstund	2	s2
minnesvärd	2	s2	L2
minnesvärda	2	s2	L2
minnesvärt	2	s2	L2
minnet	2
minnie	1
minns	1
minor	2
minoritet	1	3
minoriteten	1	3
minoriteter	1	3
minoriteterna	1	3
minoritetsregering	2	3	s5	L3,5
minoritetsspråk	2	3	s4	L3,4
mins	1
minsann	1	1
minsk	1
minska	2
minskad	2
minskade	2
minskande	2
minskar	2
minskas	2
minskat	2
minskning	2
minskningen	2
minstingen	2
mint	1
minus	1
minusgrader	2	s2	L0,2
minuspoäng	2	s3	L0
minusränta	2	s2	L0
minut	1	1
minuten	1	1
minuter	1	1
minuterna	1	1
minuters	1	1
minuts	1	1
mir	1
mira	2
mirakel	1	1
miraklet	1	1
mirakulösa	1	3
mirakulöst	1	3
miranda	2	1
miriam	1
miserabla	1	2
miss	1
missa	2
missade	2
missar	2
missas	2
missat	2
missbedömt	2	s2
missbildningar	2	s1
missbruk	2	s1	L1
missbruka	2	s1	L1
missbrukade	2	s1	L1
missbrukar	2	s1	L1
missbrukare	2	s1	L1
missbrukarna	2	s1	L1
missbrukas	2	s1	L1
missbrukat	2	s1	L1
missbruket	2	s1	L1
missen	2
missfall	2	s1
missfoster	2	s1
missförhållanden	2	s2
missförstod	2	s2	L2
missförstå	2	s2	L2
missförstådd	2	s2
missförstånd	2	s2
missförståndet	2	s2
missförstår	2	s2	L2
missförstått	2	s2
missgynnas	2	s1
misshandel	2	s1
misshandeln	2	s1
misshandla	2	s1
misshandlade	2	s1
misshandlades	2	s1
misshandlar	2	s1
misshandlas	2	s1
misshandlat	2	s1
missil	1	1
missiler	1	1
mission	1	1
missionen	1	1
missionskyrkan	2	1
missionär	1	2
missionären	1	2
missionärer	1	2
mississippi	1	2
missköter	2	s1	L1
misskötsel	2	s1
misskött	2	s1
misslyckad	2	s1
misslyckade	2	s1
misslyckades	2	s1
misslyckande	2	s1
misslyckanden	2	s1
misslyckandet	2	s1
misslyckas	2	s1
misslyckat	2	s1
misslyckats	2	s1
missminner	2	s1
missnöjd	2	s1
missnöjda	2	s1
missnöje	2	s1
missnöjet	2	s1
missouri	1	1
missta	2	s1	L1
misstag	2	s1	L1
misstagen	2	s1	L1
misstaget	2	s1	L1
misstankar	2	s1
misstankarna	2	s1
misstanke	2	s1
misstanken	2	s1
misstar	2	s1	L1
misstog	2	s1	L1
misstolkar	2	s1
misstolkas	2	s1
misstro	2	s1	L1
misstroende	2	s1	L1
misstroendevotum	2	s4	L1,4
misstror	2	s1	L1
misströsta	2	s1
misstänka	2	s1
misstänkas	2	s1
misstänker	2	s1
misstänkliggöra	2	s3	L3
misstänks	2	s1
misstänksamhet	2	s3	L3
misstänksamt	2
misstänkt	2	s1
misstänkta	2	s1
misstänkte	2	s1
misstänktes	2	s1
misstänkts	2	s1
missuppfattade	2	s2
missuppfattar	2	s2
missuppfattat	2	s2
missuppfattning	2	s2
missuppfattningar	2	s2
missvisande	2	s1	L1
mist	1
mista	2
miste	2
mister	1
misär	1	1
mit	1	2
mitch	1
mitchell	1
mitsubishi	1	2
mitt	1
mittback	2	s1
mitten	1
mittersta	1
mittfält	2	s1
mittfältare	2	s1
mittfältaren	2	s1
mittfältet	2	s1
mittpunkt	2	s1
mittpunkten	2	s1
mix	1
mixa	2
mixad	2
mixade	2
mixar	2
mixat	2
mixed	1
mixen	1
mixer	1
mja	1
mjau	1
mjuk	1
mjuka	2
mjukare	2
mjukglass	2	s1	L0
mjukis	1
mjuknar	2
mjukost	2	s1	L0
mjukt	1
mjukvara	2	s1	L0,1
mjukvaran	2	s1	L0,1
mjäll	1
mjällby	1
mjältbrand	2	s1
mjöd	1
mjöl	1
mjölby	1
mjölet	1
mjölk	1
mjölka	2
mjölkar	2
mjölkbönder	2	s1
mjölkchoklad	2	s2	L2
mjölken	2
mjölkkor	2	s1	L1
mjölkprodukter	2	s2
mjölksyra	2	s1	L1
mkb	1	2
mkr	1	1
ml	1	2
mm	1	2
mms	1	2
mo	1
moa	2
mobb	1
mobba	2
mobbad	2
mobbade	2
mobbar	2
mobbare	2
mobbarna	2
mobbas	2
mobben	1
mobbing	1
mobbning	2
mobbningen	2
mobil	1	1
mobila	1	1
mobile	1
mobilen	1	1
mobiler	1	1
mobilerna	1	1
mobilisera	1	3
mobiliserar	1	3
mobilisering	1	3
mobilitet	1	3
mobilnätet	2	1	s2	L1,2
mobilt	1	1
mobiltelefon	2	1	s4	L1,4
mobiltelefonen	2	1	s4	L1,4
mobiltelefoner	2	1	s4	L1,4
mobiltelefoni	2	1	s5	L1,5
mocka	2
mod	1
mode	2
modell	1	1
modellen	1	1
modeller	1	1
modellera	1	2
modellering	1	2
modellerna	1	1
modem	1	1
modemet	1	1
moder	2
moderat	1	2
moderata	1	2
moderate	1	2
moderaten	1	2
moderater	1	2
moderaterna	1	2
moderaternas	1	2
moderatledaren	2	2	s3	L2,3
moderator	2	2
moderatorer	1	3
moderbolag	2	s3	L0,2,3
moderbolaget	2	s3	L0,2,3
moderkakan	2	s2	L0,2
moderklubb	2	s2	L0
moderklubben	2	s2	L0
moderkort	2	s2	L0
modern	1	1
moderna	1	1
modernare	1	1
modernaste	1	1
modernisera	1	3
modernisering	1	3
modernism	1	2
modernismen	1	2
modernistiska	1	2
modernitet	1	3
moderns	1	1
modernt	1	1
moders	2
modersmål	2	s2	L0,2
modersmålet	2	s2	L0,2
modest	1	1
modesta	1	1
modet	1
modevisning	2	s2	L0,2
modifiera	1	3
modifierade	1	3
modifieras	1	3
modifierat	1	3
modifiering	1	3
modifieringar	1	3
modifikation	1	4
modifikationer	1	4
modig	2
modigare	2
modigaste	2
modigt	2
modin	1	1
modo	1
mods	1
modul	1	1
modulen	1	1
moduler	1	1
modus	1
moe	2
mogadishu	1	2
mogen	2
mogens	1
moget	2
mogna	2
mognad	2
mognar	2
mognare	2
mognat	2
mohamed	1	1
mohammad	1	1
mohammed	1	1
moi	1	1
mol	1
molander	1	1
moldavien	1	1
molekyl	1	2
molekyler	1	2
molekylerna	1	2
molekylär	1	3
molekylära	1	3
molin	1	1
molins	1	1
moll	1
molly	1
moln	1	o
molnen	1	o
molnet	1	o
molnigt	2	o
mom	1	1
moment	1	1
momentet	1	1
moments	1	1
moms	1
momsen	1
mon	1
mona	2	o
monaco	1
monark	1	1
monarken	1	1
monarki	1	2
monarkin	1	2
monde	1
monet	1	1
monetära	1	2
mongolerna	1	1
mongoliet	1	2
mongoliska	1	1
monica	1	o
monika	1	o
monique	1	1
monitor	1
mono	1
monolog	1	2	o
monopol	1	2	o
monopolet	1	2	o
monotona	1	2	o
monotont	1	2	o
monroe	1	1
monsieur	1	1
monster	1
monsters	1
monstret	1
mont	1
montage	1	1
montana	1	1
monte	1
montenegro	1	2
monter	1
montera	1	1
monterade	1	1
monterades	1	1
monterar	1	1
monteras	1	1
monterat	1	1
montering	1	1
montern	1
montgomery	1	1
montrar	2
montreal	1	2
monty	1
monument	1	2
monumentala	1	3
monumentet	1	2
mood	1
moody	1
moore	1
moped	1	1
mopeden	1	1
mopeder	1	1
mopp	1
moppar	2
moppe	2
moppen	2
mops	1
mor	1
mora	2
moral	1	1
moralen	1	1
morales	1	1
moraliserande	1	3
moralisk	1	1
moraliska	1	1
moraliskt	1	1
moralism	1	2
moran	2
moras	1	1
morbid	1	1
morbror	2	s1
mord	1
mordbrand	2	s1	L0
morden	1
mordet	1
mordfall	2	s1	L0
mordförsök	2	s2	L0,2
mordhot	2	s1	L0,1
moreau	1	1
moreno	1	1
morfar	2	s1
morfars	2	s1
morfin	1	1
morföräldrar	2	s2	L0
morgan	1
morgans	1
morgnar	2	o
morgnarna	2	o
morgon	2
morgondag	2	s2	L2
morgondagen	2	s2	L2
morgondagens	2	s2	L2
morgonen	2
morgonens	2
morgongåva	2	s2	L2
morgonkaffe	2	s2
morgonkaffet	2	s2
morgonkvisten	2	s2
morgonpasset	2	s2
morgonpromenad	2	s4	L4
morgonrock	2	s2
morgonstund	2	s2
morgontidningen	2	s2	L2
morin	1	1
mormon	1	1
mormoner	1	1
mormor	2	s1
mornarna	2	o
morning	1	o
morot	2	s1	L0,1
moroten	2	s1	L0,1
morr	1
morra	2
morris	1
morrison	2
morron	2
mors	1
morsa	2
morsan	2
morsans	2
morse	2
morsor	2
morten	1	o
mortimer	1	o
morötter	2	s1	L0
mos	1
mosa	2
mosade	2
mosaik	1	2
mosar	2
mosebacke	2	2
mosebok	2	s2	L0,2
moses	2
moset	1
moskva	1	1
moskvas	1	1
moské	1	1
moskéer	1	1
moskén	1	1
moss	1
mossa	2
mosse	2
mossen	2
mot	1
mota	2
motala	2	s1	L0,1
motarbeta	2	s2	L0,2
motarbetade	2	s2	L0,2
motarbetar	2	s2	L0,2
motarbetas	2	s2	L0,2
motarbetat	2	s2	L0,2
motargument	2	s3	L0,2
motbevisa	2	s2	L0,2
motbevisar	2	s2	L0,2
motbjudande	2	s1	L0,1
motell	1	1
motfråga	2	s1	L0,1
motgift	2	s1	L0
motgång	2	s1	L0
motgångar	2	s1	L0
mothugg	2	s1	L0
motigt	2
motion	1	1
motionen	1	1
motioner	1	1
motionera	1	2
motionerar	1	2
motiv	1	1
motivation	1	3
motivationen	1	3
motiven	1	1
motivera	1	2
motiverad	1	2
motiverade	1	2
motiverande	1	2
motiverar	1	2
motiveras	1	2
motiverat	1	2
motivering	1	2
motiveringar	1	2
motiveringen	1	2
motivet	1	1
motocross	1	2
motor	2
motorbåt	2	s2	L0,2
motorcykel	2	s2	L0
motorcykeln	2	s2	L0
motorcyklar	2	s2	L0
motorcyklister	2	s3	L0
motorer	1	1
motorerna	1	1
motorfordon	2	s2	L0,2,3
motorhuven	2	s2	L0,2
motoriska	1	1
motorn	2
motorns	2
motorola	2	2	o
motors	2
motorsport	2	s2	L0
motorstopp	2	s2	L0
motorsåg	2	s2	L0,2
motorsågar	2	s2	L0,2
motorsågen	2	s2	L0,2
motorväg	2	s2	L0,2
motorvägar	2	s2	L0,2
motorvägarna	2	s2	L0,2
motorvägen	2	s2	L0,2
motown	1
motpart	2	s1	L0,1
motparten	2	s1	L0,1
motpol	2	s1	L0,1
motpoler	2	s1	L0,1
motprestation	2
motreaktion	2
motsats	2	s1	L0
motsatsen	2	s1	L0
motsatser	2	s1	L0
motsatt	2	s1	L0
motsatta	2	s1	L0
motspelare	2	s1	L0,1
motstridiga	2	s1	L0,1
motstycke	2	s1	L0
motstå	2	s1	L0,1
motstående	2	s1	L0,1
motstånd	2	s1	L0
motståndare	2	s1	L0
motståndaren	2	s1	L0
motståndarens	2	s1	L0
motståndarlaget	2	s3	L0,3
motståndarna	2	s1	L0
motståndarnas	2	s1	L0
motståndet	2	s1	L0
motståndskraft	2	s2	L0
motståndsrörelse	2	s2	L0,2
motståndsrörelsen	2	s2	L0,2
motståndsrörelsens	2	s2	L0,2
motsvara	2	s1	L0,1
motsvarade	2	s1	L0,1
motsvarande	2	s1	L0,1
motsvarar	2	s1	L0,1
motsvaras	2	s1	L0,1
motsvarighet	2	s3	L0,1,3
motsvarigheten	2	s3	L0,1,3
motsvarigheter	2	s3	L0,1,3
motsägelse	2	s1	L0
motsägelsefulla	2	s4	L0
motsägelsefullt	2	s4	L0
motsägelser	2	s1	L0
motsäger	2	s1	L0
motsätta	2	s1	L0
motsätter	2	s1	L0
motsättning	2	s1	L0
motsättningar	2	s1	L0
motsättningarna	2	s1	L0
motsättningen	2	s1	L0
mott	1
motta	2	s1	L0,1
mottaga	2	s1	L0,1
mottagande	2	s1	L0,1
mottagandet	2	s1	L0,1
mottagare	2	s1	L0,1
mottagaren	2	s1	L0,1
mottagarna	2	s1	L0,1
mottagen	2	s1	L0,1
mottagit	2	s1	L0,1
mottaglig	2	s1	L0,1
mottagliga	2	s1	L0,1
mottagna	2	s1	L0,1
mottagning	2	s1	L0,1
mottagningar	2	s1	L0,1
mottagningen	2	s1	L0,1
mottar	2	s1	L0,1
motto	2
mottog	2	s1	L0,1
mottogs	2	s1	L0,1
mottot	2
motverka	2	s1	L0
motverkar	2	s1	L0
motverkas	2	s1	L0
motvikt	2	s1	L0
motvilja	2	s1	L0
motvillig	2	s1	L0
motvilligt	2	s1	L0
motvind	2	s1	L0
mount	1
mountainbike	1
mountains	1
mozart	1	o
mozarts	1	o
mozzarella	2	2
mp	2
mr	1
mrs	1
ms	2
msk	2
msn	1	2
mtg	1	2
mtv	1	2
mu	1	2
mucka	2
muckade	2
muckar	2
mueller	1
muf	1
muffin	1
muffins	1
mugg	1
muggar	2
muggen	1
muhammad	1	1
muhammed	1	1
muhammeds	1	1
mula	2
mule	2
mulen	2
mulet	2
mulle	2
muller	1
mullig	2
mullsjö	2	s1	L1
mullvad	2	s1	L1
multimedia	2	s2	L2
multinationella	2
multipel	1	1
multipla	1	1
multiplicera	1	3
multiplikation	1	4
multum	2
mumie	1
mumla	2
mumlade	2
mumlar	2
mumma	2
mummel	1
mums	1
mumsar	2
mumsig	2
mumsigt	2
mun	1
mungipan	2	s1	L1
munk	1
munkar	2
munkarna	2
munkedal	2	s2	L2
munken	1
munkfors	2	s1
munnar	2
munnen	1
munsbit	2	s1	L1
munskydd	2	s1
munspel	2	s1	L1
munter	1
muntlig	2
muntliga	2
muntligt	2
muntra	2
muntrar	2
muppar	2
mupparna	2
mur	1
mura	2
murar	2
murare	2
murarna	2
muren	1
murphy	1
murray	1
mus	1
musa	2
museerna	2	1
museet	2	1
musen	1
museum	2	1
music	1
musical	1	2
musik	1	1
musikal	1	2
musikalen	1	2
musikaler	1	2
musikalisk	1	2
musikaliska	1	2
musikaliskt	1	2
musikbranschen	2	1	s2	L0,1
musiken	1	1
musikens	1	1
musiker	1
musikern	1
musikerna	1
musikhögskolan	2	1	s3	L0,1,2,3
musikindustrin	2	1	s4	L0,1,3,4
musikinstrument	2	1	s4	L0,1,3
musikkår	2	1	s2	L0,1,2
musiklärare	2	1	s2	L0,1,2
musikskolan	2	1	s2	L0,1,2
musiksmak	2	1	s2	L0,1,2
musikstil	2	1	s2	L0,1,2
musikvideo	2	1	s2	L0,1,2
musikvideon	2	1	s2	L0,1,2
muskel	1
muskelmassa	2	s2
muskeln	1
musketörerna	1	2
muskler	1
musklerna	1
muskot	1
muskulös	1	2
muskulösa	1	2
muslim	1	1
muslimer	1	1
muslimerna	1	1
muslimernas	1	1
muslimers	1	1
muslims	1	1
muslimsk	1	1
muslimska	1	1
muslimskt	1	1
musse	2
musslor	2
mussolini	1	2
must	1
mustang	1	1
mustasch	1	1
mustaschen	1	1
musten	1
muséet	2	1
muta	2
mutade	2
mutant	1	1
mutar	2
mutation	1	2
mutationer	1	2
muterade	1	1
mutor	2
mutter	1
muttrar	2
mvg	1
mw	2
my	1
mycke	2
mycken	2
mycket	2
mygel	1
mygg	1
mygga	2
myggan	2
myggbett	2	s1
myggen	1
myggor	2
myndig	2
myndiga	2
myndighet	2	s2	L2
myndigheten	2	s2	L2
myndighetens	2	s2	L2
myndigheter	2	s2	L2
myndigheterna	2	s2	L2
myndigheternas	2	s2	L2
myndigheters	2	s2	L2
myndighets	2	s2	L2
myndighetsbeslut	2	s4	L2,4
myndighetsutövning	2	s4	L2,3,4
mynnar	2
mynning	2
mynningen	2
mynt	1
mynta	2
myntade	2
myntades	2
mynten	1
myntet	1
myr	1
myra	2
myran	2
myrdal	2	s1	L0,1
myren	1
myror	2
myrorna	2
mys	1
mysa	2
myser	1
mysig	2
mysiga	2
mysigaste	2
mysigt	2
mysko	1
mysterier	1	1
mysteriet	1	1
mysterium	1	1
mystik	1	1
mystiken	1	1
mystisk	1
mystiska	1
mystiskt	1
myt	1
myten	1
myter	2
myteri	1	2
myterna	1
mytiska	1
mytologi	1	3
mytologin	1	3
mytologisk	1	2	o
mytoman	1	2
mytomspunna	2	s2	L0
mä	1
mäklare	2
mäklaren	2
mäkta	2
mäktar	2
mäktig	2
mäktiga	2
mäktigare	2
mäktigaste	2
mäktigt	2
mälardalen	2	s2	L0,2
mälardalens	2	s2	L0,2
mälaren	2
mälarhöjden	2	s2	L0
mälarstrand	2	s2	L0
män	1
mängd	1
mängden	1
mängder	2
mängderna	2
männen	1
männens	1
människa	2
människan	2
människans	2
människas	2
människo	2
människohandel	2	s3
människokroppen	2	s3
människoliv	2	s3	L3
människor	2
människorna	2
människornas	2
människors	2
människosmugglare	2	s3
människosmuggling	2	s3
människosyn	2	s3	L3
människovärde	2	s3	L3
människovärdet	2	s3	L3
mäns	1
mänsklig	2
mänskliga	2
mänsklighet	2	s2	L2
mänskligheten	2	s2	L2
mänsklighetens	2	s2	L2
mänskligt	2
mänskor	2
märgen	1
märk	1
märka	2
märkas	2
märkbar	2	s1	L1
märkbara	2	s1	L1
märkbart	2	s1	L1
märke	2
märken	2
märkena	2
märker	1
märkeskläder	2	s2	L2
märket	2
märklig	2
märkliga	2
märkligare	2
märkligaste	2
märkligt	2
märkning	2
märkningen	2
märks	1
märkt	1
märkte	2
märktes	2
märkvärdig	2	s1	L1
märkvärdiga	2	s1	L1
märkvärdigt	2	s1	L1
märsta	1
märta	2
märtha	1
mässa	2
mässan	2
mässing	2
mässling	2
mässlingen	2
mässor	2
mästare	2
mästaren	2
mästarna	2
mästarnas	2
mäster	1
mästerkock	2	s2
mästerlig	2
mästerligt	2
mästerskap	2	s2	L2
mästerskapen	2	s2	L2
mästerskapet	2	s2	L2
mästerverk	2	s2
mästerverket	2	s2
mät	1
mäta	2
mätare	2
mätaren	2
mätas	2
mätbar	2	s1	L0,1
mätbara	2	s1	L0,1
mäter	1
mätinstrument	2	s3	L0,2
mätning	2
mätningar	2
mätningarna	2
mätningen	2
mäts	1
mätt	1
mätta	2
mättar	2
mättat	2
mätte	2
mättnad	2
må	1
mådde	2
måfå	2	s1	L0,1
måhända	2	1
mål	1
måla	2
målade	2
målades	2
målande	2
målar	2
målare	2
målaren	2
målarfärg	2	s2	L0
målas	2
målat	2
målats	2
målchanser	2	s1	L0
målen	1
måleri	1	2
måleriet	1	2
målet	1
målgrupp	2	s1	L0
målgruppen	2	s1	L0
målgrupper	2	s1	L0
målgång	2	s1	L0
målgörare	2	s1	L0,1
målilla	2	s1	L0
mållinjen	2	s1	L0,1
mållös	2	s1	L0,1
målmedveten	2	s2	L0,1,2
målning	2
målningar	2
målningarna	2
målningen	2
målområdet	2	s2	L0,2
målskillnad	2	s1	L0
målskytt	2	s1	L0
målskyttar	2	s1	L0
målsägande	2	s1	L0,1
målsäganden	2	s1	L0,1
målsättning	2	s1	L0
målsättningar	2	s1	L0
målsättningen	2	s1	L0
måltavla	2	s1	L0,1
måltavlor	2	s1	L0,1
måltid	2	s1	L0,1
måltiden	2	s1	L0,1
måltider	2	s1	L0,1
målvakt	2	s1	L0
målvakten	2	s1	L0
målvakter	2	s1	L0
målvakterna	2	s1	L0
mån	1
måna	2
månad	2
månaden	2
månadens	2
månader	2
månaderna	2
månaders	2
månads	2
månadskostnad	2	s2	L0
månadslön	2	s2	L0,2
månadsskiftet	2	s2	L0
månadsvis	2	s2	L0,2
månar	2
månatliga	2
måndag	1
måndagar	2	s1	L1
måndagen	1
måndagens	1
måndags	1
måndagskvällen	2	s2	L1
måne	2
månen	2
månens	2
mång	1
mångdubbelt	2	s1
mångfacetterad	2	s3	L3
mångfald	2	s1
mångfalden	2	s1
månggifte	2	s1
mångkulturell	2	s3	L2
mångkulturella	2	s3	L2
mångkulturellt	2	s3	L2
mångsidig	2	s1	L1
mångt	1
mångårig	2	s1	L1
mångåriga	2	s1	L1
månlandningen	2	s1	L0
månne	2
måns	1
månsson	1
mår	1
mårten	1
mårtensson	2
mås	1
måsar	2
måsen	1
måst	1
måsta	2
måste	2
måsten	2
mått	1
måtta	2
måttband	2	s1
måtte	2
måtten	1
måttet	1
måttlig	2
måttliga	2
måttligt	2
måttstock	2	s1
måttstockar	2	s1
mö	1
möbel	1
möbler	1
möblera	1	1
möblerar	1	1
möblerna	1
möda	2
mödan	2
mödosamt	2	s2	L0
mödrar	2
mögel	1
möhippa	2	s1	L0
möjlig	2
möjliga	2
möjligen	2
möjliggjorde	2	s2	L2
möjliggjort	2	s2
möjliggör	2	s2	L2
möjliggöra	2	s2	L2
möjlighet	2	s2	L2
möjligheten	2	s2	L2
möjligheter	2	s2	L2
möjligheterna	2	s2	L2
möjligheternas	2	s2	L2
möjligt	2
möjligtvis	2	s2	L2
möllan	2
möller	1
mölndal	1
mölndals	1
mölnlycke	2	s1
mönster	1
mönsterås	1	2
mönstra	2
mönstrade	2
mönstren	1
mönstret	1
mönstring	2
mönstringen	2
mör	1
mörby	1
mörbylånga	2	2	s3	L0,1
mörda	2
mördade	2
mördades	2
mördande	2
mördar	2
mördare	2
mördaren	2
mördarens	2
mördarna	2
mördas	2
mördat	2
mördats	2
mörk	1
mörka	2
mörkar	2
mörkare	2
mörkas	2
mörkaste	2
mörkblå	2	s1	L1
mörkbrun	2	s1	L1
mörkbruna	2	s1	L1
mörker	1
mörkertal	2	s2	L2
mörkertalet	2	s2	L2
mörkgrå	2	s1	L1
mörkhyad	2	s1	L1
mörkhyade	2	s1	L1
mörklägga	2	s1
mörkläggning	2	s1
mörkläggningen	2	s1
mörkret	1
mörkrets	1
mörkrädd	2	s1
mörkröd	2	s1	L1
mörkt	1
mörrum	2
mört	1
möss	1
mössa	2
mössan	2
mössen	1
mössor	2
möt	1
möta	2
mötas	2
möte	2
möten	2
mötena	2
möter	1
mötes	2
mötesordförande	2	s3	L0,2,3
mötesplats	2	s2	L0
mötesplatsen	2	s2	L0
mötesplatser	2	s2	L0
mötet	2
möts	1
mött	1
mötte	2
möttes	2
mötts	1
müller	1
münchen	1
müsli	1
n	1
na	2
nachos	1
nacka	2
nackdel	2	s1	L1
nackdelar	2	s1	L1
nackdelarna	2	s1	L1
nackdelen	2	s1	L1
nacke	2
nacken	2
