# Central Kurdish bizroke lexicon — word<TAB>IPA, for the UNWRITTEN short /ɪ/ only.
# Every entry differs from this engine's rule output by inserted /ɪ/ and NOTHING ELSE: the
# consonant skeleton is ours and independently confirmed, the vowel is what we lack.
# Built by tools/central-kurdish/build_ckb_lexicon.py from the AsoSoft Kurdish-G2P-dataset.
# ⚠ SOURCE TERMS AND THE TWO MANDATORY CITATIONS: LICENSES/LicenseRef-AsoSoftKurdishG2P.txt
ئاخافتن	ʔaːxaːftɪn
فرۆشیان	fɪɾoːʃjaːn
فرۆشیش	fɪɾoːʃiːʃ
فرۆشییەکاندا	fɪɾoːʃiːjakaːndaː
فرۆشێکی	fɪɾoːʃeːkiː
فرۆشەکە	fɪɾoːʃaka
فرۆشەکەی	fɪɾoːʃakaj
فرێد	fɪɾeːd
فرە	fɪɾa
فرەتر	fɪɾatɪɾ
فرەتری	fɪɾatɪɾiː
فرەیک	fɪɾajk
فستیڤاڵی	fɪstiːvaːɫiː
فشار	fɪʃaːɾ
فشاری	fɪʃaːɾiː
فلسێکم	fɪlseːkɪm
فلووچانە	fɪluːt͡ʃaːna
فولکلۆر	fulkɪloːɾ
فڕۆکە	fɪroːka
فڕۆکە	fɪroːka
فڕۆکەخانەی	fɪroːkaxaːnaj
فڕۆکەوانی	fɪroːkawaːniː
فڕۆکەی	fɪroːkaj
فڕۆکەی	fɪroːkaj
فڕێ	fɪreː
فڕێدراو	fɪreːdɪɾaːw
فکری	fɪkɾiː
فۆلکلۆر	foːlkɪloːɾ
فۆلکلۆرن	foːlkɪloːɾɪn
فۆلکلۆرەکان	foːlkɪloːɾakaːn
فۆلکلۆرەکانەوە	foːlkɪloːɾakaːnawa
فێرکردنی	feːɾkɪɾdɪniː
فەتح	fatɪħ
قادر	qaːdɪɾ
قادری	qaːdɪɾiː
قاسم	qaːsɪm
قاسملوو	qaːsɪmluː
قامشلۆ	qaːmɪʃloː
قامشلۆدان	qaːmɪʃloːdaːn
قامشلۆوە	qaːmɪʃloːwa
قامشلۆڕا	qaːmɪʃloːraː
قاهر	qaːhɪɾ
قبووڵ	qɪbuːɫ
قبوڵ	qɪbuɫ
قسانە	qɪsaːna
قسانەی	qɪsaːnaj
قسە	qɪsa
قسە	qɪsa
قسەم	qɪsam
قسەوباس	qɪsawbaːs
قسەوباسی	qɪsawbaːsiː
قسەکانی	qɪsakaːniː
قسەکانیدا	qɪsakaːniːdaː
قسەکردن	qɪsakɪɾdɪn
قسەکەر	qɪsakaɾ
قسەکەرە	qɪsakaɾa
قسەی	qɪsaj
قسەی	qɪsaj
قسەیان	qɪsajaːn
قسەیان	qɪsajaːn
قسەیە	qɪsaja
قۆڵبەستکرانیان	qoːɫbastkɪɾaːnjaːn
قەدەغەکردنی	qadaɣakɪɾdɪniː
لابردران	laːbɪɾdɪɾaːn
لابردنی	laːbɪɾdɪniː
لابردنی	laːbɪɾdɪniː
لاتینن	laːtiːnɪn
لجەلی	lɪd͡ʒaliː
لقی	lɪqiː
لکێنراوە	lɪkeːnɾaːwa
لکێنەرانە	lɪkeːnaɾaːna
لکێنەری	lɪkeːnaɾiː
لکەکانی	lɪkakaːniː
لێبوردن	leːbuɾdɪn
لێبوردنی	leːbuɾdɪniː
لێبکرێ	leːbɪkɪɾeː
لێدەکرا	leːdakɪɾaː
لێدەکرێت	leːdakɪɾeːt
لێوەردەگیردرێ	leːwaɾdaɡiːɾdɪɾeː
لێپرسراوانی	leːpɪɾsɾaːwaːniː
لێپرسراوی	leːpɪɾsɾaːwiː
لێپرسینەوە	leːpɪɾsiːnawa
لێپرسینەوەکەمدا	leːpɪɾsiːnawakamdaː
لێپرسینەوەیەک	leːpɪɾsiːnawajak
لێپرسینەکەم	leːpɪɾsiːnakam
لێڕوانینەکانم	leːrwaːniːnakaːnɪm
لێکبڕابێتن	leːkbɪraːbeːtɪn
لێکرا	leːkɪɾaː
لێکرا	leːkɪɾaː
لێکراون	leːkɪɾaːwɪn
لێکراوە	leːkɪɾaːwa
لێکرد	leːkɪɾd
لێکۆڵینەوەیەکم	leːkoːɫiːnawajakɪm
لێیانپرسی	leːjaːnpɪɾsiː
لەبری	labɪɾiː
لەتم	latɪm
لەدەستدانی	ladastɪdaːniː
لەشکری	laʃkɪɾiː
لەناوبردنی	lanaːwbɪɾdɪniː
لەنێوبردنیان	laneːwbɪɾdɪnjaːn
لەپشت	lapɪʃt
لەچاپداون	lat͡ʃaːpdaːwɪn
لەچاپدرا	lat͡ʃaːpdɪɾaː
لەچاپدرابوون	lat͡ʃaːpdɪɾaːbuːn
لەچاپدرابێ	lat͡ʃaːpdɪɾaːbeː
لەچاپدران	lat͡ʃaːpdɪɾaːn
لەچاپدرانی	lat͡ʃaːpdɪɾaːniː
لەچاپدراون	lat͡ʃaːpdɪɾaːwɪn
لەچاپدراوی	lat͡ʃaːpdɪɾaːwiː
لەچاپدراوە	lat͡ʃaːpdɪɾaːwa
لەچاپدراوەکان	lat͡ʃaːpdɪɾaːwakaːn
لەچاپدراوەکانی	lat͡ʃaːpdɪɾaːwakaːniː
لەچاپنەدرا	lat͡ʃaːpnadɪɾaː
لەگشتیدا	laɡɪʃtiːdaː
مارەبڕین	maːɾabɪriːn
مارەبڕینەکەی	maːɾabɪriːnakaj
مالکی	maːlɪkiː
مانچستەر	maːnt͡ʃɪstaɾ
ماون	maːwɪn
متمانە	mɪtmaːna
متمانە	mɪtmaːna
متمانەی	mɪtmaːnaj
محەمەد	mɪħamad
محەمەد	mɪħamad
محەمەدی	mɪħamadiː
مرد	mɪɾd
مردن	mɪɾdɪn
مردنی	mɪɾdɪniː
مرۆڤ	mɪɾoːv
مرۆڤ	mɪɾoːv
مرۆڤان	mɪɾoːvaːn
مرۆڤایەتی	mɪɾoːvaːjatiː
مرۆڤدا	mɪɾoːvdaː
مرۆڤناسی	mɪɾoːvnaːsiː
مرۆڤی	mɪɾoːviː
مرۆڤێک	mɪɾoːveːk
مرۆڤێکی	mɪɾoːveːkiː
مرۆڤێکە	mɪɾoːveːka
مرۆڤە	mɪɾoːva
مرۆڤەکان	mɪɾoːvakaːn
مرۆیی	mɪɾoːjiː
مزگەوت	mɪzɡawt
مزگەوتی	mɪzɡawtiː
مستەفا	mɪstafaː
مسوەگەر	mɪswaɡaɾ
مشت	mɪʃt
مل	mɪl
ملم	mɪlɪm
ململانێ	mɪlmɪlaːneː
ململانێی	mɪlmɪlaːneːj
ملکەچی	mɪlkat͡ʃiː
ملی	mɪliː
ملی	mɪliː
ملیار	mɪljaːɾ
ملیان	mɪljaːn
ملیۆن	mɪljoːn
ملیۆن	mɪljoːn
من	mɪn
من	mɪn
مندا	mɪndaː
منداڵ	mɪndaːɫ
منداڵ	mɪndaːɫ
منداڵان	mɪndaːɫaːn
منداڵان	mɪndaːɫaːn
منداڵانی	mɪndaːɫaːniː
منداڵی	mɪndaːɫiː
منداڵی	mɪndaːɫiː
منداڵێک	mɪndaːɫeːk
منداڵێکی	mɪndaːɫeːkiː
منداڵە	mɪndaːɫa
منداڵەکان	mɪndaːɫakaːn
منداڵەکانی	mɪndaːɫakaːniː
منداڵەکانی	mɪndaːɫakaːniː
منداڵەکانیان	mɪndaːɫakaːnjaːn
منداڵەکانیان	mɪndaːɫakaːnjaːn
منداڵەکە	mɪndaːɫaka
منی	mɪniː
منیش	mɪniːʃ
منیش	mɪniːʃ
منە	mɪna
منەوە	mɪnawa
موسڵ	musɪɫ
مووچەیەکیشم	muːt͡ʃajakiːʃɪm
موکری	mukɪɾiː
موکریانی	mukɪɾjaːniː
موکریانییە	mukɪɾjaːniːja
مڕداین	mɪrdaːjn
مڵهوڕی	mɪɫhuriː
مۆتکلی	moːtkɪliː
میسر	miːsɪɾ
میسر	miːsɪɾ
مێشکدا	meːʃkɪdaː
مەبەستم	mabastɪm
مەتر	matɪɾ
مەترسی	matɪɾsiː
مەترسی	matɪɾsiː
مەترسیدار	matɪɾsiːdaːɾ
مەترسیداربوون	matɪɾsiːdaːɾbuːn
مەترسییە	matɪɾsiːja
مەترسییەوە	matɪɾsiːjawa
مەزن	mazɪn
مەزنی	mazɪniː
ن	nɪ
نابرێن	naːbɪɾeːn
نابن	naːbɪn
ناتواندرێ	naːtwaːndɪɾeː
ناتوانم	naːtwaːnɪm
ناتوانن	naːtwaːnɪn
ناتوانن	naːtwaːnɪn
ناحەزتر	naːħaztɪɾ
نادرکێنن	naːdɪɾkeːnɪn
نادرێ	naːdɪɾeː
نادرێن	naːdɪɾeːn
ناردبوو	naːɾdɪbuː
ناردرا	naːɾdɪɾaː
ناردرابان	naːɾdɪɾaːbaːn
ناردرابوو	naːɾdɪɾaːbuː
ناردران	naːɾdɪɾaːn
ناردراون	naːɾdɪɾaːwɪn
ناردراوەکان	naːɾdɪɾaːwakaːn
ناردن	naːɾdɪn
ناردنی	naːɾdɪniː
ناردنی	naːɾdɪniː
ناردنیان	naːɾdɪnjaːn
نازانم	naːzaːnɪm
نازانن	naːzaːnɪn
نازانن	naːzaːnɪn
ناساندبوو	naːsaːndɪbuː
ناساندنی	naːsaːndɪniː
ناسر	naːsɪɾ
ناسراون	naːsɾaːwɪn
ناسێندرا	naːseːndɪɾaː
ناسێندرابوو	naːseːndɪɾaːbuː
ناسێندرابوون	naːseːndɪɾaːbuːn
ناشتوانن	naːʃtwaːnɪn
ناشرین	naːʃɪɾiːn
نافرۆشن	naːfɪɾoːʃɪn
ناموسڵمانەکان	naːmusɪɫmaːnakaːn
نانێردرێن	naːneːɾdɪɾeːn
نانێرن	naːneːɾɪn
ناهێننەوە	naːheːnɪnawa
ناوبراو	naːwbɪɾaːw
ناوبژیوانی	naːwbɪʒiːwaːniː
ناچاردەکرد	naːt͡ʃaːɾdakɪɾd
ناکرێ	naːkɪɾeː
ناکرێت	naːkɪɾeːt
ناکرێنەوە	naːkɪɾeːnawa
ناگرێت	naːɡɪɾeːt
نرابوو	nɪɾaːbuː
نرابێ	nɪɾaːbeː
نرخ	nɪɾx
نرخ	nɪɾx
نرخی	nɪɾxiː
نرخی	nɪɾxiː
نرخیان	nɪɾxjaːn
نرخێکی	nɪɾxeːkiː
نرخە	nɪɾxa
نرخەکان	nɪɾxakaːn
نرخەکانی	nɪɾxakaːniː
نرخەکە	nɪɾxaka
نزم	nɪzɪm
نزیک	nɪziːk
نزیکدا	nɪziːkdaː
نزیکی	nɪziːkiː
نزیکی	nɪziːkiː
نزیکە	nɪziːka
نزیکەوە	nɪziːkawa
نزیکەی	nɪziːkaj
نمایش	nɪmaːjɪʃ
نمایشی	nɪmaːjɪʃiː
نمرجن	nɪmɪɾd͡ʒɪn
نموونە	nɪmuːna
نموونە	nɪmuːna
نموونەگەلێک	nɪmuːnaɡaleːk
نموونەی	nɪmuːnaj
نموونەی	nɪmuːnaj
نموونەیە	nɪmuːnaja
نموونەیەک	nɪmuːnajak
نموونەیەکی	nɪmuːnajakiː
نموونەیەکی	nɪmuːnajakiː
نهێنی	nɪheːniː
نهێنی	nɪheːniː
نهێنیانە	nɪheːnjaːna
نهێنین	nɪheːniːn
نهێنییانەی	nɪheːniːjaːnaj
نهێنییانەیە	nɪheːniːjaːnaja
نهێنییەکانی	nɪheːniːjakaːniː
نووبهار	nuːbɪhaːɾ
نووسراون	nuːsɾaːwɪn
نووسەریشن	nuːsaɾiːʃɪn
نوێبنیانەکەی	nweːbɪnjaːnakaj
نوێترین	nweːtɪɾiːn
نژاد	nɪʒaːd
نڤیسکی	nɪviːskiː
نڤیسیاران	nɪviːsjaːɾaːn
نڤیسیاری	nɪviːsjaːɾiː
نڤیسیارەکان	nɪviːsjaːɾakaːn
نیشتمان	niːʃtɪmaːn
نیشتمانپەروەرییە	niːʃtɪmaːnpaɾwaɾiːja
نیشتمانی	niːʃtɪmaːniː
نێزیکترین	neːziːktɪɾiːn
نێوبراوە	neːwbɪɾaːwa
نێوبراوەکان	neːwbɪɾaːwakaːn
نێوبراوەکاندا	neːwbɪɾaːwakaːndaː
نێوبراوەکە	neːwbɪɾaːwaka
نێوبڕێکی	neːwbɪreːkiː
نێونراوە	neːwnɪɾaːwa
نێونیشانێکم	neːwniːʃaːneːkɪm
نەبن	nabɪn
نەبن	nabɪn
نەتوانن	natwaːnɪn
نەتەوەپەرستی	natawapaɾɪstiː
نەدراوە	nadɪɾaːwa
نەدراوە	nadɪɾaːwa
نەدەدرا	nadadɪɾaː
نەدەهاتن	nadahaːtɪn
نەدەکرا	nadakɪɾaː
نەدەکرد	nadakɪɾd
نەدەکرد	nadakɪɾd
نەدەکردەوە	nadakɪɾdawa
نەدەگرتن	nadaɡɪɾtɪn
نەزاندراوە	nazaːndɪɾaːwa
نەسەلمێندراوە	nasalmeːndɪɾaːwa
نەماون	namaːwɪn
نەمر	namɪɾ
نەمر	namɪɾ
نەناردنی	nanaːɾdɪniː
نەناسێندراوە	nanaːseːndɪɾaːwa
نەهێشتنی	naheːʃtɪniː
نەویتر	nawiːtɪɾ
نەویترین	nawiːtɪɾiːn
نەوەکانیشت	nawakaːniːʃɪt
نەکرا	nakɪɾaː
نەکرابوو	nakɪɾaːbuː
نەکرام	nakɪɾaːm
نەکراونەتەوە	nakɪɾaːwnatawa
نەکراوە	nakɪɾaːwa
نەکراوە	nakɪɾaːwa
نەکراوەتەوە	nakɪɾaːwatawa
نەکربوو	nakɪɾbuː
نەکرد	nakɪɾd
نەکردرێ	nakɪɾdɪɾeː
نەکردنی	nakɪɾdɪniː
نەکردوون	nakɪɾduːn
نەکرێت	nakɪɾeːt
نەکەوتبوو	nakawtɪbuː
نەگرین	naɡɪɾiːn
نەگۆڕێندراون	naɡoːreːndɪɾaːwɪn
هاتبوو	haːtɪbuː
هاتبوو	haːtɪbuː
هاتبوون	haːtɪbuːn
هاتبوونە	haːtɪbuːna
هاتن	haːtɪn
هاتن	haːtɪn
هاتنی	haːtɪniː
هاتنی	haːtɪniː
هاتنە	haːtɪna
هاتنە	haːtɪna
هاتنەوە	haːtɪnawa
هاشم	haːʃɪm
هاشمی	haːʃɪmiː
هاوبڕیارەکانیاندا	haːwbɪrjaːɾakaːnjaːndaː
هاوبەشن	haːwbaʃɪn
هاوڕێیەکانم	haːwreːjakaːnɪm
هاوڕێیەکەشم	haːwreːjakaʃɪm
هتد	hɪtɪd
هتد	hɪtɪd
هزر	hɪzɪɾ
هزری	hɪzɾiː
هشیار	hɪʃjaːɾ
هۆگر	hoːɡɪɾ
هۆگریان	hoːɡɪɾjaːn
هۆگریانن	hoːɡɪɾjaːnɪn
هۆگرەکان	hoːɡɪɾakaːn
هۆگرەکانی	hoːɡɪɾakaːniː
هیندستان	hiːndɪstaːn
هیوادارم	hiːwaːdaːɾɪm
هیچت	hiːt͡ʃɪt
هێرش	heːɾɪʃ
هێرشانە	heːɾɪʃaːna
هێرشبەری	heːɾɪʃbaɾiː
هێرشی	heːɾɪʃiː
هێرشی	heːɾɪʃiː
هێرشیان	heːɾɪʃjaːn
هێرشیان	heːɾɪʃjaːn
هێرشێکی	heːɾɪʃeːkiː
هێرشە	heːɾɪʃa
هێرشەکانی	heːɾɪʃakaːniː
هێزکردنەوەی	heːzkɪɾdɪnawaj
هێشتبوو	heːʃtɪbuː
هێمن	heːmɪn
هێمنی	heːmɪniː
هێندراونەتە	heːndɪɾaːwnata
هێنراون	heːnɾaːwɪn
هەبن	habɪn
هەرتک	haɾtɪk
هەرتکیان	haɾtɪkjaːn
هەردووکشیان	haɾduːkɪʃjaːn
هەرزانتر	haɾzaːntɪɾ
هەرزانترن	haɾzaːntɪɾɪn
هەزیرکردنی	haziːɾkɪɾdɪniː
هەستم	hastɪm
هەستکردن	hastkɪɾdɪn
هەشن	haʃɪn
هەلبژاردەی	halbɪʒaːɾdaj
هەناردەکردنی	hanaːɾdakɪɾdɪniː
هەندێکشیان	handeːkɪʃjaːn
هەواڵگری	hawaːɫɡɪɾiː
هەڤگرتنا	havɡɪɾtɪnaː
هەڵاتم	haɫaːtɪm
هەڵاتن	haɫaːtɪn
هەڵاواردن	haɫaːwaːɾdɪn
هەڵبژارد	haɫbɪʒaːɾd
هەڵبژاردن	haɫbɪʒaːɾdɪn
هەڵبژاردن	haɫbɪʒaːɾdɪn
هەڵبژاردندا	haɫbɪʒaːɾdɪndaː
هەڵبژاردنی	haɫbɪʒaːɾdɪniː
هەڵبژاردنی	haɫbɪʒaːɾdɪniː
هەڵبژاردنە	haɫbɪʒaːɾdɪna
هەڵبژاردنەکان	haɫbɪʒaːɾdɪnakaːn
هەڵبژاردنەکانی	haɫbɪʒaːɾdɪnakaːniː
هەڵبژاردە	haɫbɪʒaːɾda
هەڵبژاردەی	haɫbɪʒaːɾdaj
هەڵبژێردراوانی	haɫbɪʒeːɾdɪɾaːwaːniː
هەڵبژێردرێن	haɫbɪʒeːɾdɪɾeːn
هەڵبگوێزدرێن	haɫbɪɡweːzdɪɾeːn
هەڵبەستن	haɫbastɪn
هەڵبەستەکانم	haɫbastakaːnɪm
هەڵدەبژێردرێن	haɫdabɪʒeːɾdɪɾeːn
هەڵدەگرن	haɫdaɡɪɾɪn
هەڵمژینی	haɫmɪʒiːniː
هەڵهرووژاندنی	haɫhɪɾuːʒaːndɪniː
هەڵوەشاندنەوەی	haɫwaʃaːndɪnawaj
هەڵوەشێندبایەوە	haɫwaʃeːndɪbaːjawa
هەڵوەشێندرا	haɫwaʃeːndɪɾaː
هەڵگرت	haɫɡɪɾt
هەڵگرتنی	haɫɡɪɾtɪniː
هەڵگری	haɫɡɪɾiː
هەڵگوێزراون	haɫɡweːzɾaːwɪn
هەڵگوێسدراون	haɫɡweːsdɪɾaːwɪn
واشبکەن	waːʃbɪkan
وایکرد	waːjkɪɾd
وتار	wɪtaːɾ
وتارانە	wɪtaːɾaːna
وتاری	wɪtaːɾiː
وتارێکی	wɪtaːɾeːkiː
وتارەکەیدا	wɪtaːɾakajdaː
وتویەتی	wɪtujatiː
وتیشیان	wɪtiːʃjaːn
وتەکانی	wɪtakaːniː
وتەی	wɪtaj
وتەی	wɪtaj
وتەیەکی	wɪtajakiː
ورد	wɪɾd
ورد	wɪɾd
وردی	wɪɾdiː
وردی	wɪɾdiː
وردە	wɪɾda
ورمێ	wɪɾmeː
وریا	wɪɾjaː
وزە	wɪza
وزەی	wɪzaj
وشک	wɪʃk
وشیار	wɪʃjaːɾ
وشە	wɪʃa
وشەی	wɪʃaj
ولاتی	wɪlaːtiː
ولاتە	wɪlaːta
ولە	wɪla
ون	wɪn
وڵات	wɪɫaːt
وڵات	wɪɫaːt
وڵاتان	wɪɫaːtaːn
وڵاتانی	wɪɫaːtaːniː
وڵاتانە	wɪɫaːtaːna
وڵاتانەی	wɪɫaːtaːnaj
وڵاتدا	wɪɫaːtdaː
وڵاتدا	wɪɫaːtdaː
وڵاتی	wɪɫaːtiː
وڵاتی	wɪɫaːtiː
وڵاتیش	wɪɫaːtiːʃ
وڵاتێک	wɪɫaːteːk
وڵاتێک	wɪɫaːteːk
وڵاتێکی	wɪɫaːteːkiː
وڵاتێکی	wɪɫaːteːkiː
وڵاتە	wɪɫaːta
وڵاتەدا	wɪɫaːtadaː
وڵاتەکان	wɪɫaːtakaːn
وڵاتەکانی	wɪɫaːtakaːniː
وڵاتەکەمان	wɪɫaːtakamaːn
وڵاتەکەی	wɪɫaːtakaj
وڵاتەکەیان	wɪɫaːtakajaːn
وڵاتەی	wɪɫaːtaj
وڵام	wɪɫaːm
وڵامی	wɪɫaːmiː
وڵامی	wɪɫaːmiː
وڵامیان	wɪɫaːmjaːn
وڵامێک	wɪɫaːmeːk
وڵامەکانیان	wɪɫaːmakaːnjaːn
وڵامەکانیانە	wɪɫaːmakaːnjaːna
وڵامەکەیدا	wɪɫaːmakajdaː
وڵایەتە	wɪɫaːjata
ویتمن	wiːtmɪn
ویستت	wiːstɪt
وێستگەی	weːstɪɡaj
وێنەگری	weːnaɡɪɾiː
وەخوێننەوە	waxweːnɪnawa
وەربگرن	waɾbɪɡɾɪn
وەربگرین	waɾbɪɡɾiːn
وەربگرێت	waɾbɪɡɪɾeːt
وەربگیردرێ	waɾbɪɡiːɾdɪɾeː
وەربگیردرێت	waɾbɪɡiːɾdɪɾeːt
وەردەگرت	waɾdaɡɪɾt
وەردەگرن	waɾdaɡɪɾɪn
وەردەگرن	waɾdaɡɪɾɪn
وەردەگرێ	waɾdaɡɪɾeː
وەردەگرێت	waɾdaɡɪɾeːt
وەردەگیردرێ	waɾdaɡiːɾdɪɾeː
وەردەگێڕدرێنەوە	waɾdaɡeːrdɪɾeːnawa
وەرزش	waɾzɪʃ
وەرزشی	waɾzɪʃiː
وەرناگرن	waɾnaːɡɪɾɪn
وەرناگیردرێ	waɾnaːɡiːɾdɪɾeː
وەرگرت	waɾɡɪɾt
وەرگرتن	waɾɡɪɾtɪn
وەرگرتن	waɾɡɪɾtɪn
وەرگرتنی	waɾɡɪɾtɪniː
وەرگرتنی	waɾɡɪɾtɪniː
وەرگرن	waɾɡɪɾɪn
وەرگرێ	waɾɡɪɾeː
وەرگرەکانی	waɾɡɪɾakaːniː
وەرگێڕاوم	waɾɡeːraːwɪm
وەرگێڕدرابوونەوە	waɾɡeːrdɪɾaːbuːnawa
وەرگێڕدراونەتەوە	waɾɡeːrdɪɾaːwnatawa
وەسف	wasɪf
وەنووسن	wanuːsɪn
پ	pɪ
پاراستن	paːɾaːstɪn
پاراستن	paːɾaːstɪn
پاراستنی	paːɾaːstɪniː
پاراستنی	paːɾaːstɪniː
پارت	paːɾɪt
پاشتر	paːʃtɪɾ
پاشەکشەی	paːʃakɪʃaj
پاکستان	paːkɪstaːn
پاڵپشتی	paːɫpɪʃtiː
پتر	pɪtɪɾ
پتر	pɪtɪɾ
پتەو	pɪtaw
پتەوکردنی	pɪtawkɪɾdɪniː
پر	pɪɾ
پردی	pɪɾdiː
پرزەیان	pɪɾzajaːn
پرس	pɪɾs
پرس	pɪɾs
پرسی	pɪɾsiː
پرسی	pɪɾsiː
پرسیار	pɪɾsjaːɾ
پرسیارانە	pɪɾsjaːɾaːna
پرسیارکردن	pɪɾsjaːɾkɪɾdɪn
پرسیاری	pɪɾsjaːɾiː
پرسیاری	pɪɾsjaːɾiː
پرسیارێک	pɪɾsjaːɾeːk
پرسیارێکی	pɪɾsjaːɾeːkiː
پرسیارێکیان	pɪɾsjaːɾeːkjaːn
پرسیارە	pɪɾsjaːɾa
پرسیارە	pɪɾsjaːɾa
پرسیارەتان	pɪɾsjaːɾataːn
پرسیارەکانی	pɪɾsjaːɾakaːniː
پرسیبووم	pɪɾsiːbuːm
پرسیم	pɪɾsiːm
پرسێکی	pɪɾseːkiː
پرسە	pɪɾsa
پرۆتۆکۆل	pɪɾoːtoːkoːl
پرۆسە	pɪɾoːsa
پرۆسەکە	pɪɾoːsaka
پرۆسەکە	pɪɾoːsaka
پرۆسەی	pɪɾoːsaj
پرۆسەی	pɪɾoːsaj
پرۆسەیە	pɪɾoːsaja
پرۆسەیەکی	pɪɾoːsajakiː
پرۆفیسۆر	pɪɾoːfiːsoːɾ
پرۆفیسۆر	pɪɾoːfiːsoːɾ
پرۆژەیەکی	pɪɾoːʒajakiː
پرۆگرامانی	pɪɾoːɡɾaːmaːniː
پرۆگرامی	pɪɾoːɡɾaːmiː
پرۆگرامە	pɪɾoːɡɾaːma
پرۆگرامەکانیان	pɪɾoːɡɾaːmakaːnjaːn
پرێس	pɪɾeːs
پزیشک	pɪziːʃk
پزیشکی	pɪziːʃkiː
پسپۆڕانە	pɪspoːraːna
پسپۆڕی	pɪspoːriː
پشت	pɪʃt
پشتگری	pɪʃtɡɪɾiː
پشتگریان	pɪʃtɡɪɾjaːn
پشتگرەکانیشیان	pɪʃtɡɪɾakaːniːʃjaːn
پشتگیری	pɪʃtɡiːɾiː
پشتی	pɪʃtiː
پشتی	pɪʃtiː
پشتیوانی	pɪʃtiːwaːniː
پشتیوانی	pɪʃtiːwaːniː
پشتیوانییان	pɪʃtiːwaːniːjaːn
پشتیوانییەک	pɪʃtiːwaːniːjak
پشکنیمی	pɪʃkɪniːmiː
پشکنین	pɪʃkɪniːn
پشکنینی	pɪʃkɪniːniː
پشکنینی	pɪʃkɪniːniː
پشکی	pɪʃkiː
پلان	pɪlaːn
پلانی	pɪlaːniː
پلانێکی	pɪlaːneːkiː
پلکەتی	pɪlkatiː
پلە	pɪla
پلەوپایەی	pɪlawpaːjaj
پلەوپایەیەکی	pɪlawpaːjajakiː
پلەوپایەیەکیان	pɪlawpaːjajakjaːn
پلەی	pɪlaj
پڕ	pɪr
پڕ	pɪr
پڕبایەخترین	pɪrbaːjaxtɪɾiːn
پڕبکەنەوە	pɪrbɪkanawa
پڕچاودێری	pɪrt͡ʃaːwdeːɾiː
پڕۆسەی	pɪroːsaj
پڕۆژە	pɪroːʒa
پڕۆژەکان	pɪroːʒakaːn
پڕۆژەکە	pɪroːʒaka
پڕۆژەی	pɪroːʒaj
پڕۆژەیە	pɪroːʒaja
پڕۆژەیەکی	pɪroːʒajakiː
پڕە	pɪra
پژاک	pɪʒaːk
پۆستکراوەگەلێک	poːstkɪɾaːwaɡaleːk
پیشکەوتنی	piːʃkawtɪniː
پینتر	piːntɪɾ
پێبدرێ	peːbɪdɪɾeː
پێداهەڵگوتنەوەی	peːdaːhaɫɡutɪnawaj
پێداگری	peːdaːɡɪɾiː
پێدراوە	peːdɪɾaːwa
پێدەکرێت	peːdakɪɾeːt
پێشبرد	peːʃbɪɾd
پێشبڕکێی	peːʃbɪrkeːj
پێشتر	peːʃtɪɾ
پێشتر	peːʃtɪɾ
پێشتریش	peːʃtɪɾiːʃ
پێشتریش	peːʃtɪɾiːʃ
پێشخستن	peːʃxɪstɪn
پێشخستنی	peːʃxɪstɪniː
پێشخستنی	peːʃxɪstɪniː
پێشکەشکردنی	peːʃkaʃkɪɾdɪniː
پێشکەفتن	peːʃkaftɪn
پێشکەوتن	peːʃkawtɪn
پێشکەوتن	peːʃkawtɪn
پێشکەوتنی	peːʃkawtɪniː
پێشکەوتنی	peːʃkawtɪniː
پێشکەوتنێکی	peːʃkawtɪneːkiː
پێشگری	peːʃɡɪɾiː
پێشگرییان	peːʃɡɪɾiːjaːn
پێشگرییە	peːʃɡɪɾiːja
پێشگرییەکان	peːʃɡɪɾiːjakaːn
پێشگرییەکانیش	peːʃɡɪɾiːjakaːniːʃ
پێشێلکردنی	peːʃeːlkɪɾdɪniː
پێنەدەدرا	peːnadadɪɾaː
پێویستن	peːwiːstɪn
پێڕست	peːrɪst
پێکراوەکان	peːkɪɾaːwakaːn
پێکرد	peːkɪɾd
پێکرد	peːkɪɾd
پێکردنی	peːkɪɾdɪniː
پێکهاتنی	peːkhaːtɪniː
پێگرتن	peːɡɪɾtɪn
پێیدابڕۆنەوە	peːjdaːbɪroːnawa
پەخش	paxɪʃ
پەرەبستێنێ	paɾabɪsteːneː
پەرەستاندنی	paɾastaːndɪniː
پەرەسەندنی	paɾasandɪniː
پەسەندکردنی	pasandkɪɾdniː
پەسەندکردنی	pasandkɪɾdɪniː
پەیمانشکێنی	pajmaːnʃɪkeːniː
چ	t͡ʃɪ
چ	t͡ʃɪ
چاتر	t͡ʃaːtɪɾ
چارەدیتنەوەیەکی	t͡ʃaːɾadiːtɪnawajakiː
چارەسەرکران	t͡ʃaːɾasaɾkɪɾaːn
چارەسەرکردنی	t͡ʃaːɾasaɾkɪɾdɪniː
چارەسەرکردنی	t͡ʃaːɾasaɾkɪɾdɪniː
چاوم	t͡ʃaːwɪm
چاوم	t͡ʃaːwɪm
چاوپێکەوتن	t͡ʃaːwpeːkawtɪn
چاوپێکەوتنێکم	t͡ʃaːwpeːkawtɪneːkɪm
چاوپێکەوتنەکان	t͡ʃaːwpeːkawtɪnakaːn
