㔂甘蔗	lân-kam-tsià
三跤欠一跤	sann-kha-khiàm-tsi̍t-kha
三跤步一坎店	sann-kha-pōo-tsi̍t-khám-tiàm
三跤豬僫刣	sann-kha-ti-oh-thâi
三跤貓笑一目狗	sann-kha-niau-tshiò-tsi̍t-ba̍k-káu
三跤馬	sann-kha-bé
三跤鱉	sann-kha-pih
三軍	sann-kun
三軍總醫院	Sam-kun-tsóng-i-īnn
三輕	Sann-khin
三輪仔車	sann-lián-á-tshia
三輪車仔	sann-lián-tshia-á
三辣	sam-lua̍h
三遷四遷	sann-tshian-sì-tshian
三部曲	sann-pōo-khik
三重	sam-tîng
三重埔	Sann-tīng-poo
三重市	Sam-tiông-tshī
三長兩短	sann-tn̂g-nn̄g-té
三長四短命	sann-tn̂g-sì-té-miā
三門	Sam-bûn
三關兩意	sam-kuan-lióng-ì
三隻手	sann-ki-tshiú
三隻豬仔	sann-tsiah-ti-á
三頓綴人袂著	sann-tǹg-tuè-lâng-bē-tio̍h
三頓袂齊勻	sann-tn̄g-bē-tsiâu-ûn
三頓逐無一頓飽	sann-tn̄g-jiok-bô-tsit-tǹg-pá
三頭二	sann-thâu-jī
三頭兩面	sann-thâu-nn̄g-bīn
三頭四	sann-thâu-sì
三頭鳥	Sann-thâu-tsiáu
三顧茅蘆	sam-kòo-mâu-lôo
三餐不度	sam-tshan-put-tōo
三鬚	sann-tshiu
三麴	sam-khiok
三點仔	sann-tiám-á
三齣頭	sann-tshut-thâu
上丁	tsiūnn-ting
上上落落	tsiūnn-tsiūnn-lo̍h-lo̍h
上下跤	siōng-ē-kha
上不正即下歪	siōng-put-tsìng-tsik-hā-uai
上代先	siōng-tāi-sing
上任	tsiūnn-jīm
上位	siāng-uī
上來	tsiunn-lâi
上傳	siōng-thuân
上儕	siāng-tsē
上元	siāng-guân
上元節	siāng-guân-tseh
上凊瘼	tshiūnn-tshìn-mooh
上加	siāng-ke
上北	tsiūnn-pak
上卌	tsiūnn-siap
上卌著袂攝	tsiūnn-siap-tio̍h-bē-liap
上去	tsiūnn-khì
上取	tsiūnn-tshú
上台	tsiūnn-tâi
上品	siāng-phín
上城	Siōng-siânn
上堂	tsiūnn-tn̂g
上場	tsiūnn-tiûnn
上墓	tshiūnn-bōng
上大	siāng-tuā
上大代死煞	siāng-tuā-tāi-sí-suah
上天	tsiūnn-thinn
上好	siāng-hó
上好勢	siāng-hó-sì
上好是	siōng-hó-sī
上媠	siāng-suí
上學	tsiūnn-o̍h
上官	tsiūnn-kuann
上家甲	tsiūnn-ke-kah
上尉	siāng-uì
上少	siāng-tsió
上尾	siāng-bué
上尾仔	siōng-bué-á
上尾手	siāng-bué-tshiú
上尾的	siāng-bué-ê
上尾線	siōng-búe-suànn
上山	tsiūnn-suann
上岸	tsiūnn-huānn
上崎	tsiūnn-kiā
上市	tsiūnn-tshī
上帝	siāng-tè
上帝公	siāng-tè-kong
上帝爺	siāng-tè-iâ
上床	tsiūnn-tshn̂g
上店窗	tshiūnn-tiàm-thang
上廁所	tsiūnn-tshè-sóo
上後壁	siāng-āu-piah
上後腳	tshiūnn-āu-kha
上愛	siōng-ài
上懸	siāng-kuân
上手	tsiūnn-tshiú
上教	tsiūnn-kà
上早	siāng-tsá
上春	tsiūnn-tshun
上杭	Siōng-hâng
上架	tsiūnn-kè
上校	siāng-hāu
上格	tsiūnn-keh
上梁	tsiūnn-niû
上樓	tsiūnn-lâu
上樣	tsiūnn-iūnn
上櫃	tsiūnn-kuī
上歡喜	siāng-huann-hí
上正	tsiūnn-tsiànn
上歲頭	tsiūnn-huè-thâu
上歹	siāng-phái
上殕	tshiūnn-phú
上水	tshiūnn-tsuí
上海	Siōng-hái
上海市	Siōng-hái-tshī
上海毛蟹	Siōng-hái-moo-hē
上海雞	siāng-hái-ke
上溡	tshiūnn-tshî
上滿盤	siōng-buán-puânn
上濛	tshiūnn-bông
上濟	siāng-tsē
上烏斑	tshiūnn-oo-pan
上無	siāng-bô
上煞尾	siāng-suah-bué
上片	tsiūnn-phìnn
上班	siāng-pan
上疆	tsiūnn-kiunn
上目	tsiūnn-ba̍k
上童	tsiūnn-tâng
上等上	siāng-tíng-siāng
上算	tsiūnn-sǹg
上範	tsiūnn-pān
上緊	siāng-kín
上聲	sióng-siann
上肉	tsiūnn-bah
上腳	tsiūnn-kioh
上膊骨	siōng-phok-kut
上至少	siāng-tsì-tsió
上船	tsiūnn-tsûn
上色	tsiūnn-sik
上菜市	tsiūnn-tshài-tshī
上落	tsiūnn-lo̍h
上蓋	siāng-kài
上蓋儕	siāng-kài-tsē
上蓋大	siāng-kài-tuā
上蓋好	siāng-kài-hó
上蓋戇	siōng-kài-gōng
上蓋近	siāng-kài-kīn
上虞	Siōng-gû
上街	tsiūnn-ke
上課	siōng-khò
上諓	tsiūnn-tsînn
上路尾	siāng-lōo-bué
上身	tsiūnn-sin
上車	tsiūnn-tshia
上近	siāng-kīn
上運	tsiūnn-ūn
上釣	tsiūnn-tiò
上門	tsiūnn-mn̂g
上門娶	tsiūnn-mn̂g-tshuā
上閹雞膋	tsiūnn-iam-ke-lâ
上陣	tsiūnn-tīn
上陸	tsiūnn-lio̍k
上離吊	tsiūnn-lī-tiàu
上雺	tsiūnn-bông
上頭	tshiūnn-thâu
上頭一下	siōng-thâu-tsi̍t-ē
上頭上面	tsiūnn-thâu-tsiūnn-bīn
上頭仔	siāng-thâu-á
上顎骨	siōng-go̍k-kut
上香	siāng-hiang
上馬寒	tsiūnn-bé-hân
上馬風	tsiūnn-bé-hong
下一个	ē-tsi̍t-ê
下一勻	ē-tsi̍t-ûn
下一椽	ē-tsi̍t-iân
下一沿	ē-tsi̍t-iân
下一站	ē-tsi̍t-tsām
下一腳	ē-tsi̍t-kha
下一輩	ē-tsi̍t-puè
下世人	ē-sì-lâng
下仔	ē-á
下令	hā-līng
下任	ē-līm
下位	ē-uī
下作	hā-tsoh
下元	hā-guân
下冬	ē-tang
下凡	hā-huān
下出世	ē-tshut-sì
下列	hā-lia̍t
下剸	ē-tn̂g
下力	hē-la̍t
下功夫	hē-kang-hu
下勢風	ē-sì-hong
下勻	ē-ûn
下午	hā-ngóo
下午茶	hā-ngóo-tê
下半工	ē-puànn-kang
下半年	ē-puànn-nî
下半日	ē-puànn-ji̍t
下半晝仔	ē-puànn-tàu-á
下半晡	ē-puànn-poo
下半晡仔	ē-puànn-poo-á
下半暝	ē-puànn-mê
下半月	ē-puànn-gue̍h
下半身	ē-puànn-sin
下南	hā-lâm
下厝	ē-tshù
下台	hā-tâi
下司	ē-si
下命	hē-miā
下命令	hā-bīng-līng
下唇	ē-tûn
下回	ē-huê
下城	Ē-siânn
下埔	Ē-poo
下埤頭	Ē-pi-thâu
下場	hā-tiûnn
下墜	hā-tuī
下士	hā-sū
下大靜脈	ē-tuā-tsīng-me̍h
下女	hā-lí
下嫁	hā-kà
下孤注	hē-koo-tù
下學期	ē-ha̍k-kî
下家	ē-ke
下屆	ē-kài
下層	hā-tsân
下屬	hā-sio̍k
下山	hā-san
下工夫	hē-kang-hu
下幫	ē-pang
下底	ē-té
下底衫	ē-té-sann
下後手	hē-āu-tshiú
下心神	hā-sim-sîn
下性命	hē-sènn-miā
下情	hā-tsîng
下意識	hā-ì-sik
下房	ē-pâng
下手	ē-tshiú
下挫	hā-tshò
下搗	ē-táu
下擺	ē-pái
下擺袂使	ē-pái-bē-sái
下改	ē-kái
下放	hā-hòng
下文	hā-bûn
下斗	ē-táu
下斗鬚	ē-táu-tshiu
下旁	ē-pîng
下日	ē-ji̍t
下早	ē-tsái
下早仔	e-tsái-á
下早市	ē-tsái-tshī
下早頓	e-tsái-tǹg
下早飯	e-tsái-pn̄g
下旬	hā-sûn
下昏	ē-hng
下昏暗	ē-hng-àm
下昏暝	ē-hng-mê
下昏討無明仔早起頓	e-hng-thó-bô-bîng-á-tsá-khí-tǹg
下昏頓	ē-hng-tǹg
下昏飯	ē-hng-pn̄g
下晝	ē-tàu
下晝時	ē-tàu-sî
下晝時仔	ē-tàu-sî-á
下晝晡	ē-tàu-poo
下晝頓	ē-tàu-tǹg
下晝飯	ē-tàu-pn̄g
下晡	ē-poo
下晡市	e-poo-tshī
下晡時	ē-poo-sî
下晡時仔	ē-poo-sî-á
下晡點心	e-poo-tiám-sim
下暗	ē-àm
下暗做伙睏	e-àm-tsò-hué-khùn
下暗頓	e-àm-tǹg
下暗飯	e-àm-pn̄g
下期	ē-kî
下本	hē-pún
下本錢	hē-pún-tsînn
下格	ē-keh
下梢	hā-sau
下榻	hā-thah
下樓	hā-lâu
下橈	hē-giô
下橛	ē-kue̍h
下次	ē-tshù
下毒	hē-to̍k
下毒手	hē-to̍k-tshiú
下水	hā-suí
下水溝	hā-tsuí-kau
下水道	hā-tsuí-tō
下沿	ē-iân
下流	hā-liû
下消	hā-siau
下港	ē-káng
下港人	ē-káng-lâng
下游	hā-iû
下滿	ē-muá
下營	Ē-iânn
下班	ē-pan
下痟	hā-siau
下痢	hā-lī
下盤生理	ē-puânn-sing-lí
下神託佛	hē-sîn-thok-pu̍t
下禮拜	ē-lé-pài
下端	ē-tuan
下筆	hē-pit
下等	hā-tíng
下等下	hā-tíng-hā
下等貨	hā-tíng-huè
下策	hā-tshik
下級	hā-kip
下結論	hā-kiat-lūn
下肥	hē-puî
下腰	ē-io
下腳	ē-kha
下腳手	ē-kha-tshiú
下腳裾	ē-kha-ki
下腹	ē-pak
下腹仔	ē-pak-á
下腿	ē-thuí
下船	hē-tsûn
下色	hē-sik
下落	hē-lo̍h
下葬	hā-tsòng
下藥	hā-io̍h
下行	hā-hîng
下裾	ē-ki
下課	hā-khò
下貨	hā-huè
下賂	hē-lōo
下賤	hā-tsiān
下跤手人	ē-kha-tshiú-lâng
下跤料	hā-kha-liāu
下跤踏庄	Ē-kha-ta̍h-tsng
下跪	hā-kuī
下身	ē-sin
下輩	ē-puè
下述	hā-su̍t
下遊	hā-iû
下過	ē-kuè
下達	hā-ta̍t
下部	ē-pōo
下鄉	hā-hiong
下重	hē-tāng
下野	hā-iá
下錠	hē-tiānn
下降	hā-kàng
下限	hā-hān
下陷	hā-hām
下面	ē-bīn
下頦	ē-huâi
下頦骨	ē-hâi-kut
下頭	ē-thâu
下頷	ē-ham
下顎	ē-gok
下願	hē-guān
下馬威	hā-má-ui
下體	hā-thé
不一而足	put-it-jî-tsiok
不七不八	put-tshit-put-pat
不三似兩	put-sam-sū-lióng
不三時	put-sam-sî
不中用	put-tiòng-iōng
不丹	Put-tan
不二價	put-jī-kè
不二法門	put-jī-huat-mn̂g
不亦樂乎	put-i̍k-lo̍k-hòo
不以為然	put-í-uî-jiân
不但	put-tān
不住	put-tsū
不使鬼	put-sú-kuí
不便	put-piān
不修	put-siu
不倒翁	put-tó-ong
不克	put-khik
不免	put-bián
不全	put-tsuân
不八不七	put-pat-put-tshit
不共戴天	put-kiōng-tè-thian
不准	put-tsún
不凡	put-huân
不切實際	put-tshiat-si̍t-tsè
不利	put-lī
不務正業	put-bū-tsìng-gia̍p
不勝酒力	put-sìng-tsiú-li̍k
不勞而獲	put-lô-jî-hi̍k
不厭其煩	put-iàm-kî-huân
不受教	put-siū-kàu
不只	put-tsí
不可多得	put-khó-to-tit
不可思議	put-khó-su-gī
不可收拾	put-khó-siu-sip
不可理喻	put-khó-lí-jū
不可知論	put-khó-ti-lūn
不可諱言	put-khó-huì-giân
不合時宜	put-ha̍p-sî-gî
不吉	put-kiat
不同點	put-tông-tiám
不周	put-tsiu
不善	put-siān
不在	put-tsāi
不在此限	put-tsāi-tshú-hān
不在話下	put-tsāi-uē-hā
不堪一擊	put-kham-it-kik
不堪設想	put-kham-siat-sióng
不夜城	put-iā-siânn
不失為	put-sit-uî
不女仔	put-lú-á
不如	put-jî
不如意	put-jî-ì
不妙	put-biāu
不妥	put-thò
不妨	put-hông
不孕症	put-īn-tsìng
不存天	put-tshûn-thinn
不孝	put-hàu
不孝囝	put-hàu-kiánn
不孝子	put-hàu-tsú
不安	put-an
不定	put-tīng
不宜	put-gî
不容置疑	put-iông-tì-gî
不少	put-siáu
不屑	put-sut
不常在	put-tshîng-tsāi
不平	put-pîng
不平之鳴	put-pîng-tsi-bîng
不幸	put-hīng
不度	put-tōo
不廉	put-liâm
不廉嘴	put-liâm-tshuì
不得不	put-tit-put
不得了	put-tik-liáu
不得已	put-tik-í
不得而知	put-tit-lî-ti
不必	put-pit
不忘	put-bông
不悅	put-ia̍t
不情	put-tsîng
不情不願	put-tsîng-put-guān
不惑	put-hi̍k
不意中	put-ì-tiong
不慎	put-sīn
不應該	put-ing-kai
不成蒜	put-sîng-suàn
不才	put-tsâi
不折不扣	put-tsiat-put-khàu
不接一	put-tsiap-it
不擇手段	put-ti̍k-tshiú-tuānn
不支倒地	put-tsi-tó-tē
不敢當	put-kám-tong
不敵	put-ti̍k
不斷	put-tuān
不明	put-bîng
不明不白	put-bîng-put-pe̍h
不是	put-sī
不時	put-sî
不服	put-ho̍k
不朽	put-hiú
不橐不束	put-lok-put-sok
不歡而散	put-huan-lî-sàn
不止	put-tsí
不止仔	put-tsí-á
不止仔好	put-tsí-á-hó
不止是	put-tsí-sī
不正	put-tsìng
不正當	put-tsìng-tong
不死草	put-sú-tsháu
不死鬼	put-sú-kuí
不比	put-pí
不治	put-tī
不法	put-huat
不渡	put-tōo
不滿	put-buán
不為所動	put-uî-sóo-tōng
不無	put-bô
不甘寂寞	put-kam-tsi̍k-bo̍k
不由分說	put-iû-hun-sueh
不由自主	put-iû-tsū-tsú
不當	put-tòng
不白之冤	put-pe̍h-tsi-uan
不盡	put-tsīn
不目	put-ba̍k
不直	put-ti̍t
不相干	put-siang-kan
不省人事	put-síng-jîn-sū
不眠不休	put-bîn-put-hiu
不知不覺	put-tsai-put-kak
不知去向	put-ti-khì-hiòng
不知所云	put-ti-sóo-ûn
不知者不罪	put-ti-tsiá-put-tsuē
不知足	put-ti-tsiok
不禁	put-kìm
不移	put-î
不符	put-hû
不等	put-tíng
不答不七	put-tap-put-tshit
不管	put-kuán
不管時	put-kuán-sî
不約而同	put-iok-lî-tông
不結	put-kiat
不絕	put-tsua̍t
不絕於耳	put-tsua̍t-û-ní
不義	put-gī
不而過	put-jî-kò
不耐煩	put-nāi-huân
不肖	put-siàu
不肖丁	put-siàu-ting
不肖子	put-siàu-tsú
不能不	put-lîng-put
不脛而走	put-kìng-jî-tsáu
不自覺	put-tsū-kak
不良	put-liâng
不良份子	put-liâng-hūn-tsú
不良少年	put-liâng-siàu-liân
不藥而癒	put-io̍h-jî-jú
不虛此行	put-hi-tshú-hîng
不見天	put-kiàn-thian
不見天王	Put-kiàn-thian-ông
不覺	put-kak
不解	put-kái
不計	put-kè
不計其數	put-kè-kî-sòo
不該	put-kai
不詳	put-siông
不論	put-lūn
不謀而合	put-bôo-jî-ha̍p
不識時務	put-sik-sî-bū
不變	put-piàn
不負眾望	put-hū-tsiòng-bōng
不貪不取	put-tham-put-tshú
不足	put-tsiok
不足為外人道	put-tsiok-uî-guā-jîn-tō
不足為奇	put-tsiok-uî-kî
不軌	put-khuí
不輸上下	put-su-siōng-hā
不通	put-thong
不通不	put-thong-put
不通潲	put-thong-siâu
不速之客	put-sok-tsi-kheh
不遂	put-suī
不過	put-kò
不配	put-phuè
不雅	put-ngá
不離三寶	put-lī-sam-pó
不離匙	put-lī-sî
不順眼	put-sūn-gán
不齒	put-khí
丑仔	thiú-á
丑仔戲	thiú-á-hì
丑旦	thiunn-tuànn
丑腳	thiúnn-kioh
丑鴨	thiúnn-ah
且一邊	tshiánn-tsi̍t-pinn
且看	tshiánn-khuànn
且說	tshiánn-sueh
世上	sè-siāng
世事	sè-sū
世交	sè-kau
世代	sè-tāi
世俗	sè-sio̍k
世俗事	sè-sio̍k-sū
世俗人	sè-sio̍k-lâng
世外桃源	sè-guā-thô-guân
世宗	Sè-tsong
世家	sè-ka
世家底	sè-ka-té
世局	sè-kio̍k
世居	sè-ki
世情	sè-tsîng
世新大學	Sè-sin-Tāi-ha̍k
世景	sè-kíng
世界	sè-kài
世界協調時間	Sè-kài-Hia̍p-tiau-Sî-kan
世界大戰	sè-kài-tāi-tsiàn
世界性	sè-kài-sìng
世界杯	sè-kài-pue
世界潮流	sè-kài-tiâu-liû
世界無薰日	sè-kài-bô-hun-ji̍t
世界級	sè-kài-kip
世界衛生組織	sè-kài-uē-sing-tsoo-tsit
世界觀	sè-kài-kuan
世盟	Sè-bîng
世紀	sè-kí
世紀帝國	Sè-kí-tè-kok
世貿中心	sè-bōo-tiong-sim
世間	sè-kan
世間事	sè-kan-sū
世間事予你袂𠢕得	sè-kan-sū-hōo-lí-bē-gâu-tit
世間人	sè-kan-lâng
丘薸	khu-phiô
丙等	piánn-tíng
丙組	piánn-tsoo
丞相	sîng-siùnn
丟丟	tiu-tiu
並且	pīng-tshiánn
並出	pīng-tshut
並列	pīng-lia̍t
並存	pīng-tsûn
並排	pīng-pâi
並排行	pīng-pâi-kiânn
並無	pìng-bô
並無不當	pīng-bô-put-tòng
並立	pīng-li̍p
並肩	pīng-king
並行	pīng-hîng
並進	pīng-tsìn
並重	pīng-tiōng
並駕齊驅	pīng-kà-tsê-khu
中上	tiong-siāng
中下	tiong-hā
中下游	tiong-hā-iû
中中	tiong-tiong
中中仔	tiong-tiong-á
中亞	Tiong-a
中人	tiong-lâng
中人禮	tiong-lâng-lé
中人錢	tiong-lâng-tsînn
中介	tiong-kài
中傷	tiòng-siong
中元	tiong-guân
中元節	tiong-guân-tseh
中共	tiong-kiōng
中剸	tiong-tn̂g
中北部	tiong-pak-pōo
中區	tiong-khu
中午	tiong-ngóo
中南海	Tiong-lâm-hái
中南美	Tiong-lâm-bí
中南美洲	Tiong-lâm-bí-tsiu
中南部	tiong-lâm-pōo
中原	Tiong-guân
中原大學	Tiong-guân-tāi-ha̍k
中古	tiong-kóo
中古時代	tiong-kóo-sî-tāi
中和	tiong-hô
中和市	Tiong-hô-tshī
中國	Tiong-kok
中國人	Tiong-kok-lâng
中國商銀	Tiong-kok-siong-gîn
中國國民黨	Tiong-kok-kok-bîn-tóng
中國城	Tiong-kok-siânn
中國大陸	Tiong-kok-Tāi-lio̍k
中國式	Tiong-kok-sik
中國文化大學	Tiong-kok-bûn-huà-tāi-ha̍k
中國料理	Tiong-kok-liāu-lí
中國時報	Tiong-kok-sî-pò
中國海	Tiong-kok-hái
中國石油公司	Tiong-kok-tsio̍h-iû-kong-si
中國結	tiong-kok-kat
中國話	Tiong-kok-uē
中國醫藥學院	Tiong-kok-i-io̍h-ha̍k-īnn
中國銀行	Tiong-kok-gîn-hâng
中土	tiong-thóo
中型	tiong-hîng
中堂	tiong-tông
中堅	tiong-kian
中壢	Tiong-li̍k
中壢市	Tiong-li̍k-tshī
中外	tiong-guā
中央	tiong-iang
中央信託局	Tiong-iang-sìn-thok-kio̍k
中央圖書館	Tiong-iang-tôo-su-kuán
中央大學	Tiong-iang-tuā-ha̍k
中央委員	tiong-iang-uí-uân
中央山脈	tiong-iang-suann-me̍h
中央政府	tiong-iong-tsìng-hú
中央日報	Tiong-iang-ji̍t-pò
中央標準局	Tiong-iang-phiau-tsún-kio̍k
中央氣象局	Tiong-ng-khì-siōng-kio̍k
中央研究院	Tiong-iang-gián-kiù-īnn
中央社	Tiong-iang-siā
中央處理器	tiong-iong-tshú-lí-khì
中央選舉委員會	Tiong-iong-Suán-kí-Uí-uân-huē
中央銀行	Tiong-iang-gîn-hâng
中央集權	tiong-iang-tsi̍p-kuân
中央黨部	tiong-iang-tóng-pōo
中套仔	tiong-thò-á
中套仔人	tiong-thò-á-lâng
中妥扮	tiong-thò-pān
中子	tiong-tsú
中學	tiong-ha̍k
中學生	tiong-ha̍k-sing
中宗	Tiong-tsong
中宵	tiong-siau
中將	tiong-tsiòng
中尉	tiong-uì
中對中	tiong-tuì-tiong
中小	tiong-sió
中小企業	tiong-sió-khì-gia̍p
中尺度對流系統	tiong-tshioh-tōo-tùi-liû-hē-thóng
中山	Tiong-san
中山區	Tiong-san-khu
中山堂	Tiong-san-tn̂g
中山大學	Tiong-san-tāi-ha̍k
中山路	Tiong-san-lōo
中崙仔	Ting-lūn-á
中年	tiong-liân
中年人	tiong-liân-lâng
中年級	tiong-nî-kip
中度	tiong-tōo
中度失能	tiong-tōo-sit-lîng
中庭	tiong-tîng
中庸	Tiong-iông
中廣	Tiong-kóng
中式	tiong-sik
中彈	tiong-tuânn
中影	Tiong-iánn
中心	tiong-sim
中心人物	tiong-sim-jîn-bu̍t
中心線	tiong-sim-suànn
中性	tiong-sìng
中意	tìng-ì
中扮	tiong-pān
中扮人	tiong-pān-lâng
中扮仔	tiong-pān-á
中指	tiong-tsáinn
中文	Tiong-bûn
中文系	tiong-bûn-hē
中斑	tiong-pan
中斷	tiong-tuān
中旬	tiong-sûn
中時晚報	tiong-sî-buán-pò
中晝	tiong-tàu
中晝前	tiong-tàu-tsîng
中晝崎	tiong-tàu-kiā
中晝後	tiong-tàu-āu
中晝心	tiong-tàu-sim
中晝頓	tiong-tàu-tǹg
中晝飯	tiong-tàu-pn̄g
中暑	tiòng-sú
中期	tiong-kî
中東	Tiong-tang
中東國家	tiong-tang-kok-ka
中東地區	tiong-tang-tē-khu
中校	tiong-hāu
中梁	tiong-niû
中楹	tiong-înn
中樑	tiong-niû
中樞	tiong-tshu
中樞神經	tiong-tshu-sîn-king
中欄	tiong-lân
中歐	Tiong-au
中止	tiong-tsí
中正	tiong-tsìng
中正機場	Tiong-tsìng-ki-tiûnn
中正紀念堂	Tiong-tsìng-kí-liām-tn̂g
中正路	Tiong-tsìng-lōo
中毒	tiòng-to̍k
中氣	tiòng-khì
中油	Tiong-iû
中波	tiong-pho
中洲	Tiong-tsiu
中深烘	tiong-tshim-hang
中港溪	Tiong-káng-khe
中游	tiong-iû
中烘	tiong-hang
中燈	tiong-ting
中營	tiong-iânn
中爪	tiong-jiáu
中狀元	tiòng-tsiōng-guân
中獎	tiòng-tsióng
中環	Tiong-huân
中生代	tiong-sing-tāi
中產階級	tiong-sán-kai-kip
中用	tiòng-iōng
中盤	tiong-puânn
中研院	Tiong-gián-īnn
中秋	Tiong-tshiu
中科院	Tiong-kho-īnn
中空	tiong-khong
中立	tiong-li̍p
中立區	tiong-li̍p-khu
中立國	tiong-li̍p-kok
中立地帶	tiong-li̍p-tē-tài
中立政府	tiong-li̍p-tsìng-hu
中立法	tiong-li̍p-huat
中立派	tiong-li̍p-phài
中站	tiong-tsām
中等	tiong-tíng
中等教育	tiong-tíng-kàu-io̍k
中等跤兜	tiong-tíng-kha-tau
中等身材	tiong-tíng-sin-tsâi
中等階級	tiong-tíng-kai-kip
中範	tiong-pān
中級	tiong-kip
中絕	tiong-tsua̍t
中線	tiong-suànn
中縣	Tiong-kuān
中美	Tiong-Bí
中美洲	Tiong-bí-tsiu
中耳炎	tiong-ní-iām
中聲喉	tuā-siann-âu
中聽	tìng-thiann
中脊	tiong-tsit
中脊梁	tiong-tsit-niû
中脊楹	tiong-tsit-ênn
中興	tiong-hing
中興大學	tiong-hing-tāi-ha̍k
中興新村	Tiong-hing-sin-tshuan
中華	Tiong-huâ
中華人民共和國	Tiong-huâ-lîn-bîn-kiōng-hô-kok
中華文化	Tiong-huâ-bûn-huà
中華民國	Tiong-huâ-bîn-kok
中華民族	Tiong-huâ-bîn-tso̍k
中華隊	Tiong-huâ-tuī
中藥	Tiong-io̍h
中蛇蠱	tiòng-tsuâ-kóo
中西	tiong-se
中西部	tiong-se-pōo
中見人	tiong-kìnn-lâng
中視	Tiong-sī
中計	tiòng-kè
中質	tiong-tsit
中途	tiong-tôo
中選	tiòng-suán
中邪	tiòng-siâ
中部	tiong-pōo
中醫	tiong-i
中醫學	tiong-i-ha̍k
中鋒	tiong-hong
中鋼	Tiong-kǹg
中間	tiong-kan
中間人	tiong-kan-lâng
中間商	tiong-kan-siong
中間派	tiong-kan-phài
中隊	tiong-tuī
中離	tiong-lî
中非	tiong-hui
中音	tiong-im
中風	tiòng-hong
中餐	tiong-tshan
中麶	tiong-thi
中麶麵粉	tiong-thi-mī-hún
中鼓	tiong-kóo
中齒	tiong-khí
串仔	tshńg-á
串仔魚	tshńg-á-hî
串供	tshuàn-king
串口供	tshuàn-kháu-king
串同	tshuàn-tông
串椏	tshuàn-ue
串牙	tshuàn-gê
串瓜子	tshńg-kue-tsí
串穎	tshuàn-ínn
串聯	tshuàn-liân
串芽	tshuàn-gê
串話縫	tshńg-uē-phāng
串講	tshuàn-kóng
串透	kuàn-thàu
串通	tshuàn-thong
串過	tshǹg-kuè
串門	tshuàn-mn̂g
丸仔	uân-á
丸仔球	uân-á-kiû
丸仔蟲	uân-á-thâng
丹尼爾	Tan-nî-ní
丹招樹	tan-tsio-tshiū
丹桂	tan-kuì
丹毒	tan-to̍k
丹田	tan-tiân
丹疽	tan-tsu
丹痧	tan-sua
丹青	tan-tshing
丹麥	Tan-be̍h
主事者	tsú-sū-tsiá
主人	tsú-lâng
主人家	tsú-lâng-ka
主人翁	tsú-jîn-ong
主任	tsú-jīm
主使	tsú-sú
主修	tsú-siu
主公	tsú-kong
主力	tsú-li̍k
主動	tsú-tōng
主唱	tsú-tshiònn
主因	tsú-in
主委	tsú-uí
主婚	tsú-hun
主婦	tsú-hū
主宰	tsú-tsáinn
主審	tsú-sím
主將	tsú-tsiòng
主導	tsú-tō
主峰	tsú-hong
主席	tsú-si̍k
主幹	tsú-kàn
主張	tsú-tiunn
主後	Tsú-āu
主從	tsú-tsiông
主心定	tsú-sim-tiānn
主意	tsú-ì
主戰	tsú-tsiàn
主持	tsú-tshî
主持人	tsú-tshî-jîn
主攻	tsú-kong
主政	tsú-tsìng
主教	tsú-kàu
主日學	tsú-ji̍t-o̍h
主旨	tsú-tsí
主機	tsú-ki
主機板	tsú-ki-pán
主機枋	tsú-ki-pang
主權	tsú-kuân
主權爭議	tsú-kuân-tsing-gī
主決	tsú-kuat
主治	tsú-tī
主治醫師	tsú-tī-i-su
主流	tsú-liû
主演	tsú-ián
主盤	tsú-puânn
主祭	tsú-tsè
主禮人	tsú-lé-jîn
主筆	tsú-pit
主管	tsú-kuán
主編	tsú-phian
主義	tsú-gī
主裁	tsú-tshâi
主要	tsú-iàu
主見	tsú-kiàn
主觀	tsú-kuan
主角	tsú-kak
主計	tsú-kè
主計室	tsú-kè-sik
主計處	tsú-kè-tshù
主計長	tsú-kè-tiúnn
主語	tsú-gí
主講	tsú-káng
主賓	tsú-pin
主軸	tsú-ti̍k
主辦	tsú-pān
主辦權	tsú-pān-kuân
主頭	tsú-thâu
主題	tsú-tê
主顧	tsú-kòo
主顧客	tsú-kòo-kheh
主食	tsú-si̍t
主體	tsú-thé
丼巴斯	Tôm-pa-su
丼飯	tòng-pn̄g
乃掃水	nai-sò-tsuí
乃父	nái-hū
久久	kú-kú
久仰	kiú-gióng
久來	kú-lài
久候	kú-hāu
久別	kiú-pia̍t
久年	kú-nî
久年冤	kú-nî-uan
久年病	kú-nî-pēnn
久年百載	kú-nî-pah-tsài
久年萬代	kú-nî-bān-tāi
久年長月	kú-nî-tn̂g-gue̍h
久年願	kú-nî-guān
久旱逢甘霖	kiú-hān-hông-kâm-lîm
久病	kú-pēnn
久耐	kiú-nāi
久見	kiú-kiàn
久違	kiú-uî
久長	kú-tn̂g
久長冤	kú-tn̂g-uan
久長步	kú-tn̂g-pōo
久長病	kú-tn̂g-pēnn
久長雨	kú-tn̂g-hōo
之上	tsi-siāng
之下	tsi-hā
之中	tsi-tiong
之交	tsi-kau
之內	tsi-lāi
之初	tsi-tshoo
之前	tsi-tsîng
之外	tsi-guā
之後	tsi-āu
之於	tsi-î
之時	tsi-sî
之鑽	tsi-tsǹg
之間	tsi-kan
