آئي	aːiː
ميناڪاري	miːnaːkaːɾiː
ميندي	meːnd̪iː
مينو	miːnoː
مينٺ	mɛːɳʈʰə
ميهو	meːhoː
ميوو	meːʋoː
ميٺ	meːʈʰʊ
ميٽ	miːʈə
ميٽو	miːʈoː
ميٽڻ	miːʈəɳʊ
ميٿ	mɛːt̪ʰʊ
ميٿي	meːt̪ʰiː
ميڄالو	meːʄaːloː
ميچو	meːt͡ʃoː
ميچڻ	meːt͡ʃəɳʊ
ميڇ	meːt͡ʃʰə
ميڇر	meːt͡ʃʰɪɾʊ
ميڙ	meːɽɪ
ميڙائو	meːɽaːoː
ميڙائي	meːɽaːiː
ميڙاڪو	meːɽaːkoː
ميڙسيڙ	meːɽəseːɽə
ميڙو	meːɽoː
ميڙڻ	meːɽəɳʊ
ميک	meːkʰə
ميکسنداڻ	meːkʰəsənd̪aːɳɪ
ميکمار	meːkʰəmaːɾʊ
ميگھ	meːɡʰʊ
ميڻ	meːɳʊ
ميڻتو	meːɳt̪oː
ميڻڦل	meːɳpʰəlʊ
مَنگلُ	məŋɡəlʊ
مَٽُ	məʈʊ
مَڇي	mət͡ʃʰiː
مَکِ	məkʰɪ
مٺ	məʈʰʊ
مٺائجڻ	mɪʈʰaːɪd͡ʒəɳʊ
مٺائي	mɪʈʰaːiː
مٺائڻ	mɪʈʰaːɪɳʊ
مٺاڻ	mɪʈʰaːɳɪ
مٺو	məʈʰoː
مٺي	mɪʈʰiː
مٺڙي	mɪʈʰɪɽiː
مٺگھرائي	məʈʰəɡʰʊɾaːiː
مٺگھرو	məʈʰəɡʰʊɾoː
مٺڻ	mɪʈʰəɳʊ
مٽ	məʈʊ
مٽا	məʈaː
مٽائڻ	mɪʈaːɪɳʊ
مٽانگو	mʊʈaːŋɡoː
مٽجڻ	məʈɪd͡ʒəɳʊ
مٽر	məʈəɾʊ
مٽم	mʊʈəmʊ
مٽو	mʊʈoː
مٽي	mɪʈiː
مٽڪ	mʊʈɪkʊ
مٽڪو	məʈɪkoː
مٽڻ	mɪʈəɳʊ
مٿ	mət̪ʰʊ
مٿار	mət̪ʰaːɾə
مٿاڇرو	mət̪ʰaːt͡ʃʰɪɾoː
مٿخرچ	mət̪ʰəxəɾt͡ʃʊ
مٿن	mɪt̪ʰʊnʊ
مٿو	mət̪ʰoː
مٿي	mət̪ʰeː
مٿير	mət̪ʰeːɾʊ
مٿڇرو	mət̪ʰət͡ʃʰɪɾoː
مٿڪو	mət̪ʰɪkoː
مٿگي	mət̪ʰəɡiː
مٿڻ	mət̪ʰəɳʊ
مڃ	mɪɲə
مڃت	məɲət̪ɪ
مڃتا	məɲɪt̪aː
مڃر	məɲəɾʊ
مڃٺ	məɲʊʈʰə
مڃڻ	məɲəɳʊ
مچ	mət͡ʃʊ
مچائڻ	mət͡ʃaːɪɳʊ
مچلائي	mət͡ʃʊlaːiː
مچلائڻ	mət͡ʃʊlaːɪɳʊ
مچلو	mət͡ʃʊloː
مچو	mʊt͡ʃoː
مچڪو	mʊt͡ʃkoː
مڇ	mʊt͡ʃʰə
مڇئو	mət͡ʃʰʊoː
مڇر	mət͡ʃʰəɾʊ
مڇو	mʊt͡ʃʰoː
مڇي	mət͡ʃiː
مڇڙي	mət͡ʃʰɪɽiː
مڇڻ	mət͡ʃʰʊɳɪ
مڊا	mʊɖaː
مڌم	məd̪ʰəmʊ
مڍ	mʊɖʰʊ
مڏو	mʊɗoː
مڙد	məɽd̪ʊ
مڙدو	mʊɽd̪oː
مڙدي	məɽd̪iː
مڙدڪو	məɽd̪ɪkoː
مڙس	mʊɽəsʊ
مڙهاڻي	məɽhaːɳiː
مڙهه	məɽhʊ
مڙهو	məɽhoː
مڙهي	mʊɽhiː
مڙهڻ	məɽʰəɳʊ
مڙڻ	mɪɽəɳʊ
مڙڻو	mʊɽɪɳoː
مک	mʊkʰʊ
مکائڻ	məkʰaːɪɳʊ
مکامکي	mʊkʰaːmʊkʰiː
مکرائڻ	mɪkʰɪɾaːɪɳʊ
مکري	mʊkʰɪɾiː
مکو	məkʰoː
مکي	mʊkʰiː
مکٽ	məkʰəʈʊ
مکڻ	məkʰəɳʊ
مکڻهارو	məkʰəɳəhaːɾoː
مکڻي	məkʰɪɳiː
مڪ	məkə
مڪئڻ	məkəɪɳɪ
مڪال	məkaːlʊ
مڪامڪي	mʊkaːmʊkiː
مڪان	məkaːnʊ
مڪت	mʊkt̪ɪ
مڪتو	mʊkt̪oː
مڪر	məkəɾʊ
مڪري	məkəɾiː
مڪرگھيرو	məkəɾəɡʰeːɾoː
مڪرڻ	mʊkɪɾəɳʊ
مڪنو	məkənoː
مڪو	məkoː
مڪي	məkiː
مڪٽ	mʊkɪʈʊ
مڪڙ	məkəɽʊ
مڪڙو	məkʊɽoː
مڪڙي	məkɪɽiː
مگت	mʊɡɪt̪ɪ
مگس	məɡəsʊ
مگن	məɡənʊ
مگھن	məɡʰənʊ
مڱ	məŋə
مڱائڻ	məŋaːɪɳʊ
مڱر	məŋəɾʊ
مڱرو	mʊŋɪɾoː
مڱيتو	məŋeːt̪oː
مڱڻ	məŋəɳʊ
مڱڻهار	məŋəɳəhaːɾʊ
مڱڻو	məŋɪɳoː
مڻ	məɳɪ
مڻاڻ	mɪɳəɳʊ
مڻو	məɳoː
مڻڪ	məɳəkʊ
مڻڪتي	məɳkət̪iː
مڻڪو	məɳɪkoː
نئر	nɪəɾʊ
نئو	nɪoː
نا	naː
نائب	naːɪbʊ
نائر	naːɪɾʊ
نائو	naːoː
نائونڻو	naː̃uːɳɳoː
نائي	naːiː
نائڙي	naːʊɽiː
نائڪ	naːʊkə
نائڪو	naːʊkoː
نااميد	naːʊmeːd̪ʊ
نااميدي	naːʊmeːd̪iː
نابر	naːbɪɾʊ
نابري	naːbɪɾiː
ناتاري	naːt̪aːɾiː
ناتازو	naːt̪aːzoː
ناتال	naːt̪aːlʊ
ناتر	naːt̪əɾɪ
ناتو	naːt̪oː
ناحق	naːhəqʊ
ناحقي	naːhəqiː
ناخوش	naːxʊʃɪ
ناخوشي	naːxʊʃiː
ناد	naːd̪ʊ
نادي	naːd̪iː
نار	naːɾɪ
ناراضي	naːɾaːziː
نارايڻ	naːɾaːjəɳʊ
نارمي	naːɾmiː
نارنگي	naːɾəŋɡiː
نارو	naːɾoː
ناري	naːɾiː
ناريل	naːɾeːlʊ
ناز	naːzʊ
نازل	naːzʊlʊ
نازڪ	naːzʊkʊ
ناس	naːsə
ناستي	naːst̪iː
ناستڪ	naːst̪ɪkʊ
ناسجڻ	naːsɪd͡ʒəɳʊ
ناسور	naːsuːɾʊ
ناسپاتي	naːspaːt̪iː
ناشاستو	naːʃaːst̪oː
ناطق	naːt̪ɪqʊ
ناظر	naːzɪɾʊ
نال	naːlʊ
نالائقي	naːlaːɪqiː
نالبند	naːlbənd̪ʊ
نالبندي	naːlbənd̪iː
نالو	naːloː
ناليرو	naːleːɾoː
نام	naːmʊ
نامدار	naːmd̪aːɾʊ
نامداري	naːmd̪aːɾiː
نامراد	naːmʊɾaːd̪ʊ
نامو	naːmoː
نامي	naːmiː
نامڙداڻو	naːməɽəd̪aːɳoː
نامڙدي	naːməɽəd̪iː
نان	naːnʊ
ناناڻا	naːnaːɳaː
نانو	nano
نانوئي	naːnoːiː
ناني	nani
نانگ	naːŋɡ
نانگلي	naːŋɡʊliː
نانگو	naːŋɡoː
نانگُ	naːŋɡʊ
نانگِڻِ	naːŋɡɪɳɪ
نانگڻ	naːŋɡɪɳɪ
ناهر	naːhəɾʊ
ناهري	naːhəɾiː
ناهي	naːheː
ناٺي	naːʈʰiː
ناٽ	naːʈʊ
ناٽائو	naːʈaːuː
ناٽار	naːʈaːɾə
ناٽارڻ	naːʈaːɾəɳʊ
ناٽڪ	naːʈək
ناپاڪ	naːpaːkʊ
ناپسند	naːpəsənd̪ɪ
ناپسندي	naːpəsənd̪iː
ناپو	naːpoː
ناپيد	naːpɛːd̪ʊ
ناٿ	naːt̪ʰʊ
ناڀ	naːbʰə
ناچ	naːt͡ʃʊ
ناچاقي	naːt͡ʃaːqiː
ناچو	naːt͡ʃuː
ناچڱائي	naːt͡ʃəŋaːiː
ناچڱو	naːt͡ʃəŋoː
ناڙ	naːɽɪ
ناڙانڊي	naːɽaːɳɖiː
ناڙو	naːɽoː
ناڙي	naːɽiː
ناڦو	naːpʰoː
ناڪائي	naːkaːiː
ناڪارو	naːkaːɾoː
ناڪارڻ	naːkaːɾəɳʊ
ناڪو	naːkoː
ناڪي	naːkiː
ناڪيري	naːkeːɾiː
ناگيل	naːɡeːlɪ
ناڻاٽ	naːɳaːʈʊ
ناڻاڊي	naːɳaːɖiː
ناڻو	naːɳoː
نت	nət̪ə
نتيجو	nət̪iːd͡ʒoː
نثار	nɪsaːɾʊ
نثر	nəsɔːɾʊ
نحس	nəhəsʊ
نخلستان	nəxlɪst̪aːnʊ
ندان	nɪd̪aːnʊ
ندورو	nɪd̪oːɾoː
ندي	nəd̪iː
نر	nəɾʊ
نراس	nɪɾaːsʊ
نراسائي	nɪɾaːsaːiː
نرت	nɪɾt̪ɪ
نرجائي	nɪɾd͡ʒaːiː
نرجو	nɪɾd͡ʒoː
نرخ	nʊɾxʊ
نردئي	nɪɾd̪əiː
نرسائي	nɪɾsaːiː
نرسنگو	nəɾsɪŋɡoː
نرم	nəɾəm
نرمل	nɪɾməlʊ
نرملائي	nɪɾməlaːiː
نرمو	nəɾmoː
نرو	nəɾoː
نرويو	nɪɾoːjoː
نري	nəɾiː
نريلو	nəɾeːloː
نرڀئه	nɪɾbʰəʊ
نرڙ	nɪɾɽʊ
نرڦوٽو	nəɾʊpʰoːʈoː
نرگس	nəɾɡəsɪ
نرگھٽ	nɪɾɡʰəʈʊ
نس	nəsə
نسبي	nəsbiː
نستائي	nɪsət̪aːiː
نستر	nəst̪əɾə
نسخو	nʊsxoː
نسر	nəsɪɾʊ
نسرڻ	nɪsɪɾəɳʊ
نسنگ	nɪsəŋɡʊ
نسورو	nɪsoːɾoː
نشئي	nəʃəiː
نشاستو	nɪʃaːst̪oː
نشان	nɪʃaːnʊ
نشانبر	nɪʃaːmbəɾʊ
نشاني	nɪʃaːniː
نشو	nəʃoː
نشچو	nɪʃt͡ʃoː
نشچي	nɪʃt͡ʃeː
نصيب	nəsiːbʊ
نظارو	nɪzaːɾoː
نظر	nəzəɾə
نظربند	nəzəɾəbənd̪ɪ
نظربندي	nəzəɾəbənd̪iː
نظير	nəziːɾʊ
نفل	nəfɪlʊ
نفو	nəfoː
نفيل	nəfiːlə
نقشو	nəkʃoː
نقل	nəqʊlʊ
نقلي	nəqʊliː
نلام	nɪlaːmʊ
نلو	nɪloː
نم	nɪmʊ
نماز	nɪmaːzə
نمازي	nɪmaːziː
نماڻو	nɪmaːɳoː
نمت	nɪmɪt̪ɪ
نمرائي	nɪmɪɾaːiː
نمرو	nɪmɪɾoː
نمستي	nəməst̪eː
نمسڪار	nəməskaːɾʊ
نمند	nəmənd̪ʊ
نموري	nɪmuːɾiː
نمونو	nəmuːnoː
نمڪ	nɪməkʊ
نمڻ	nəməɳʊ
نند	nənd̪ʊ
نندا	nɪnd̪aː
نندو	nɪnd̪oː
نندڪ	nɪnd̪əkʊ
نندڻ	nɪnd̪əɳʊ
ننڀو	nɪmbʰoː
ننڌرائي	nɪnd̪ʰəɾaːiː
ننڌو	nɪnd̪ʰoː
ننڌڪ	nɪnd̪ʰəkʊ
ننڌڻڪائي	nɪnd̪ʰəɳkaːiː
ننڌڻڪو	nɪnd̪ʰəɳkoː
ننڍائي	nəɳɖʰaːiː
ننڍبيرو	nəɳɖʰəbeːɾoː
ننڍو	nəɳɖʰo
ننگ	nəŋɡʊ
ننگائتو	nəŋɡaːɪt̪oː
ننگائي	nəŋɡaːiː
ننگو	nəŋɡoː
ننگي	nəŋɡiː
نه	nə
نهار	nɪhaːɾə
نهارو	nɪhaːɾoː
نهاري	nɪhɑri
نهارڻ	nɪhaːɾəɳʊ
نهال	nɪhaːlʊ
نهر	nəhəɾɪ
نهرائي	nɪhʊɾaːiː
نهرو	nɪhʊɾoː
نهري	nəhəɾiː
نهريوار	nəhəɾiːʋaːɾʊ
نهرڻ	nɪhʊɾəɳʊ
نهسائي	nəhəsaːiː
نهلو	nəhəloː
نهنٿر	nə̃hənt̪ʰəɾʊ
نهنڊو	nʊhʊɳɖoː
نهنڊڻ	nʊhʊɳɖəɳʊ
نهوڙڻ	nɪhoːɽəɳʊ
نهيرڻ	nəheːɾəɳɪ
نهچو	nɪhɪt͡ʃoː
نهچي	nɪhɪt͡ʃeː
نهڪار	nəhəkaːɾʊ
نهڪپٽ	nɪhəkəpəʈʊ
نهڻ	nɪhəɳʊ
نو	nəwə
نوايو	nɪʋaːoː
نوبت	nɔːbət̪ə
نوترو	noːt̪ɾoː
نود	nɔːd̪ʊ
نودائي	nɔːd̪aːiː
نودي	nɔːd̪iː
نور	nuːɾʊ
نورئڙو	noːɾɪəɽoː
نوراتو	noːɾaːt̪oː
نورو	nuːɾoː
نوسڻ	nuːsəɳʊ
نول	nuːlʊ
نولو	noːloː
نومي	nɛːmiː
نوناري	nuːnaːɾiː
نونسو	nɔːnsoː
نونٽڻ	nɔːɳʈɪɳɪ
نونڌ	nuːnd̪ʰʊ
نونڻ	nuːɳɳɪ
نووتر	nəʋoːt̪əɾ
نوي	nəʋe
نوڙ	noːɽʊ
نوڙي	noːɽiː
نوڪ	noːkə
نوڪر	noːkəɾʊ
نوڪري	noːkɾiː
نوڻ	nuːɳʊ
ني	niː
نيائي	nɪaːiː
نيات	nɪaːt̪ɪ
نيارو	nɪaːɾoː
نياز	nɪaːzʊ
نياپائي	nɪaːpaːiː
نياپو	nɪaːpoː
نياڻو	nɪaːɳoː
نياڻي	njaːɳiː
نيت	nɪət̪ə
نيتائتو	niːt̪aːɪt̪oː
نيتڻ	nɪət̪əɳʊ
نيج	neːd͡ʒʊ
نير	niːɾʊ
نيرائڻ	niːɾaːɪɳʊ
نيرانو	neːɾaːnoː
نيراني	neːɾaːneː
نيرن	neːɾənɪ
نيرو	niːɾoː
نيري	neːɾiː
نيزاري	niːzaːɾiː
نيسارو	neːsaːɾoː
نيستي	neːst̪iː
نيسر	neːsəɾɪ
نيسرائو	neːsɪɾaːoː
نيش	neːʃʊ
نيشان	niːʃaːnʊ
نيشاني	niːʃaːniː
نيل	niːlə
نيلام	niːlaːmʊ
نيلم	niːləmʊ
نيلوفر	niːloːfəɾʊ
نيلگي	niːlɡiː
نيم	neːmʊ
نيمي	neːmiː
نيمچو	niːmt͡ʃoː
نينگر	niːŋɡəɾʊ
نينگراڻو	niːŋɡɪɾaːɳoː
نيهه	neːhʊ
نيهي	neːhiː
نيوالو	neːʋaːloː
نيوج	niːʋəd͡ʒʊ
نيٺ	neːʈʰɪ
نيٽ	niːʈʊ
نيڀائتو	neːbʰaːɪt̪oː
نيڀائڻ	neːbʰaːɪɳʊ
نيچ	niːt͡ʃʊ
نيچائي	niːt͡ʃaːiː
نيچو	neːt͡ʃoː
نيچيدار	neːt͡ʃeːd̪aːɾʊ
نيڙو	nɪəɽoː
نيکيٽي	neːkʰeːʈiː
نيڪ	neːkʊ
نيڪالي	neːkaːliː
نيڪي	neːkiː
نيڻ	nɪəɳʊ
نَمَستي	nəməst̪eː
نَنْڍو	nəɳɖʰoː
نَوي	nəʋeː
نَوَ	nəʋə
نَٿَ	nət̪ʰə
نَٿَڻُ	nət̪ʰəɳʊ
نٿ	nət̪ʰə
نٿئڻو	nət̪ʰɪəɳoː
نٿئڻي	nət̪ʰɪəɳiː
نٿڻ	nət̪ʰəɳʊ
نڃاڻا	nɪɲaːɳaː
نڃڻ	nʊɲəɳʊ
نچڻ	nət͡ʃəɳʊ
نڌان	nɪd̪ʰaːnʊ
نڪ	nək
نگر	nəɡərʊ
نڱڻو	nɪŋʊɳoː
هئمئه	həʊməʊ
هئه	hɪʊ
هئي	hʊeː
هئڙو	hɪəɽoː
هئڻ	hʊəɳʊ
هئڻي	hʊəɳiː
ها	haː
هائو	haːuː
هاب	haːbʊ
هاتار	haːt̪aːɾʊ
هاج	haːd͡ʒə
هار	haːɾə
هارائڻ	haːɾaːɪɳʊ
هارجڻ	haːɾd͡ʒəɳʊ
هاردئه	haːɾd̪əʊ
هارسينگار	haːɾʊsiːŋɡaːɾʊ
هاري	ɦaːɾiː
هارپان	haːɾəpaːnʊ
هارڪو	haːɾɪkoː
هارڻ	haːɾəɳʊ
هام	haːmə
هانداڻو	haːnd̪aːɳoː
هاٽيلو	haːʈeːloː
هاٿي	haːt̪ʰiː
هاڃو	haːɲuː
هاڙ	haːɽʊ
هاڪارڻ	haːkaːɾəɳʊ
هاڻ	haːɳɪ
هاڻو	haːɳoː
هاڻوڪو	haːɳoːkoː
هت	hɪt̪ʊ
هتي	hɪt̪eː
هتڪاري	hɪt̪kaːɾiː
هج	hʊd͡ʒə
هجارو	həd͡ʒaːɾoː
هجري	hɪd͡ʒɪɾiː
هجڻ	hʊd͡ʒəɳʊ
هدو	hʊd̪oː
هديدار	hʊd̪eːd̪aːɾʊ
هر	həɾɪ
هرت	hɪɾt̪ʊ
هرتال	həɾt̪aːlʊ
هرتالي	həɾt̪aːliː
هرتير	həɾt̪iːɾʊ
هردم	həɾd̪əmʊ
هردو	hɾɪd̪oː
هرلو	hʊɾloː
هرمچي	hʊɾmɪt͡ʃiː
هرمڙو	həɾmɪɽoː
هرنام	həɾɪnaːmʊ
هرهر	həɾəhəɾə
هروٿو	həɾoːt̪ʰoː
هري	həɾiː
هرڙائي	həɾɪɽaːiː
هرڙو	həɾɪɽoː
هرکر	hʊɾɪkʰʊɾɪ
هرگھڙي	həɾəɡʰəɽiː
هرڻ	həɾəɳʊ
هرڻي	həɾɪɳiː
هزار	həzaːɾʊ
هزاري	həzaːɾiː
هس	həsʊ
هسلي	həsliː
هسي	həsiː
هشام	həʃaːmʊ
هشي	hʊʃiː
هشيار	hʊʃɪaːɾʊ
هشياري	hʊʃaːɾiː
هشڪار	hʊʃkaːɾə
هشڪارڻ	hʊʃkaːɾəɳʊ
هفتو	həftoː
هل	hələ
هلائڻ	həlaːɪɳʊ
هلاس	hʊlaːsʊ
هلاوت	həlaːʋət̪ə
هلاڻو	həlaːɳoː
هلت	hələt̪ɪ
هلر	hələɾɪ
هلمو	həlɪmoː
هلهل	həlhəlɪ
هلو	həloː
هليچلي	həliːt͡ʃəliː
هلٽ	hələʈʊ
هلچل	həlt͡ʃəlɪ
هلڙائي	hɪlɪɽaːiː
هلڙو	hɪlɪɽoː
هلڪائي	həlkaːiː
هلڪو	həlkoː
هلڻ	hələɳʊ
هلڻي	həlɪɳiː
همال	həmaːlʊ
همراهه	həmɾaːhʊ
همراهي	həmɾaːhiː
هميشه	həmeːʃaː
همٿ	hɪ̃mət̪ʰə
همٿائتو	hɪ̃mət̪ʰaːɪt̪oː
همٿي	hɪ̃mət̪ʰiː
هن	hɪnə
هنباري	həmbaːɾiː
هنباچو	həmbaːt͡ʃoː
هنبس	həmbəsʊ
هنبسڙو	həmbsɪɽoː
هنبوڇي	həmboːt͡ʃʰiː
هنج	həɲd͡ʒə
هنجھر	həɲd͡ʒʰəɾə
هنجھي	həɲd͡ʒʰiː
هنداڻو	ɦɪnd̪aːɳoː
هندو	hɪnd̪uː
هندورو	hɪnd̪oːɾoː
هندي	hɪnd̪iː
هندڪو	hɪnd̪ʊkoː
هنرائتو	hʊnɪɾaːɪt̪oː
هنس	hənsʊ
هنسڻي	hənsɪɳiː
هنن	hɪnənɪ
هنو	hənoː
هنڊي	hʊɳɖiː
هنڌ	hənd̪ʰʊ
هنڌائتو	hənd̪ʰaːɪt̪oː
هنگايو	həŋɡaːjoː
هنگترڪي	həŋɡʊt̪ɪɾkiː
هنگلو	hɪŋɡʊluː
هنگڻ	həŋɡəɳʊ
هنگڻي	həŋɡɪɳiː
ههو	həhoː
هو	huː
هوت	hoːt̪ʊ
هود	hɔːd̪ʊ
هودو	hɔːd̪oː
هور	hoːɾʊ
هورائي	hɔːɾaːiː
هورو	hɔːɾoː
هوري	hoːɾeː
هوس	hoːsɪ
هوسڻ	huːsəɳʊ
هوش	hoːʃʊ
هوشائتو	hoːʃaːɪt̪oː
هول	hoːlʊ
هولي	ɦoːliː
هوم	hoːmʊ
هومڻ	hoːməɳʊ
هوند	huːnd̪ə
هونگارڻ	huːŋɡaːɾəɳʊ
هونگر	huːŋɡəɾɪ
هونگڙي	huːŋɡɪɽiː
هوڇائي	hoːt͡ʃʰaːiː
هوڇو	hoːt͡ʃʰoː
هوڙ	huːɽʊ
هوڙائي	huːɽaːiː
هوڙاڻو	huːɽaːɳoː
هوڙو	hoːɽoː
هوڪ	huːkə
هوڪائي	hoːkaːiː
هوڪارڻ	hoːkaːɾəɳʊ
هوڪو	hoːkoː
هي	hiː
هيبت	hɛːbət̪ə
هيبتي	hɛːbət̪iː
هيترو	heːt̪ɪɾoː
هيج	heːd͡ʒʊ
هيجڙو	hiːd͡ʒɪɽoː
هير	hiːɾə
هيرائتو	heːɾaːɪt̪oː
هيرادکني	hiːɾaːd̪əkʰɪniː
هيراڪس	hiːɾaːkəsʊ
هيراڪڻي	hiːɾaːkəɳiː
هيرو	hiːɾoː
هيرڻ	heːɾəɳʊ
هيس	hiːsə
هيسجڻ	hiːsd͡ʒəɳʊ
هيسڻ	hiːsəɳʊ
هيل	heːlə
هيلوڪو	heːloːkoː
هينگ	hiːŋɡə
هينگڻ	hiːŋɡəɳʊ
هيور	hɛːʋəɾʊ
هيٺ	heːʈʰɪ
هيڊ	hɛːɖə
هيڊو	heːɖoː
هيڪ	heːkʊ
هيڪائي	heːkaːiː
هيڪاري	heːkaːɾiː
هيڪاند	heːkaːnd̪ɪ
هيڪاندو	heːkaːnd̪oː
هيڪر	heːkəɾə
هيڪلو	heːkəloː
هيڪمنائي	heːkəmənaːiː
هيڪمنو	heːkəmənoː
هيڪو	heːkoː
هيڪوٽو	heːkuːʈoː
هيڪوڻ	heːkuːɳɪ
هيڪوڻائي	heːkuːɳaːiː
هيڪوڻو	heːkuːɳoː
هيڪڙ	heːkəɽɪ
هيڪڙائي	heːkɪɽaːiː
هيڪڙو	heːkɪɽoː
هيڻائي	hiːɳaːiː
هيڻو	hiːɳoː
هَرَڻُ	həɾəɳʊ
هَفتو	həft̪oː
هَوا	həʋaː
هُجَڻُ	hʊd͡ʒəɳʊ
هُنَ	hʊnə
هِنَ	hɪnə
هِڪَ	hɪkə
هِڪُ	hɪkʊ
هٺ	həʈʰʊ
هٺائتو	həʈʰaːɪt̪oː
هٺيلائي	həʈʰiːlaːiː
هٽ	həʈʊ
هٽائي	həʈaːiː
هٽائڻ	həʈaːɪɳʊ
هٽتاڙ	həʈət̪aːɽə
هٽي	həʈiː
هٽيلو	həʈeːloː
هٽڪڻ	həʈəkəɳʊ
هٽڻ	həʈəɳʊ
هٽڻو	həʈɪɳoː
هپائڻ	həpaːɪɳʊ
هپامڻ	həpaːməɳʊ
هٿ	hət̪ʰʊ
هٿناٽ	hət̪ʰnaːʈʊ
هٿو	hət̪ʰoː
هٿوراڙي	hət̪ʰoːɾaːɽiː
هٿوهٿ	hət̪ʰoːhət̪ʰɪ
هٿوپائي	hət̪ʰoːpaːiː
هٿيار	hət̪ʰɪaːɾə
هٿيڪائي	hət̪ʰiːkaːiː
هٿيڪو	hət̪ʰiːkoː
هٿڻ	hət̪ʰəɳʊ
هچا	hət͡ʃaː
هچارو	hət͡ʃaːɾoː
هڏو	həɗoː
هڙ	həɽə
هڙدي	hʊɽd̪iː
هڙي	hʊɽiː
هڙڇڙ	həɽət͡ʃʰʊɽə
هڙڪجڻ	həɽkɪd͡ʒəɳʊ
هڙڪڻ	hʊɽkəɳʊ
هڪ	hɪkʊ
هڪائي	hɪkaːiː
هڪابو	həkaːboː
هڪرت	hɪkəɾət̪ʊ
هڪسار	hɪkəsaːɾʊ
هڪسخنائي	hɪkəsʊxʊnaːiː
هڪصلاحو	hɪkəsəlaːhoː
هڪل	həkələ
هڪلڻ	həkɪləɳʊ
هڪم	həkəmʊ
هڪمتو	hɪkəmət̪oː
هڪهٽي	hɪkəhəʈiː
هڪو	hɪkoː
هڪي	hɪkiː
هڪٽڪ	hɪkəʈɪkə
هڪچتائي	hɪkət͡ʃɪt̪aːiː
هڪچتو	hɪkət͡ʃɪt̪oː
هڪڌڙو	hɪkəd̪ʰəɽoː
هڪڙ	həkəɽʊ
هڪڙائي	hɪkɪɽaːiː
هڪڻ	həkəɳʊ
هڱ	hɪŋʊ
هڱرو	hɪŋɪɾoː
هڻڀيڻي	həɳʊbʰeːɳiː
هڻکڻ	həɳʊkʰəɳʊ
هڻڻ	həɳəɳʊ
وئٽ	ʋɪʊʈə
وئٽڻ	ʋɪʊʈəɳʊ
وئڙ	ʋəʊɽə
وئڙڻ	ʋəʊɽəɳʊ
وائر	ʋaːʊɾə
وائرڻ	ʋaːʊɾəɳʊ
وائل	ʋaːʊlə
وائي	ʋaːiː
وائڙائي	ʋaːɪɽaːiː
وائڙو	ʋaːɪɽoː
وائکائي	ʋaːʊkʰaːiː
وائکائڻ	ʋaːʊkʰaːɪɳʊ
وائکجڻ	ʋaːʊkʰɪd͡ʒəɳʊ
وائکو	ʋaːʊkʰoː
وات	ʋaːt̪
واتوڻو	ʋaːt̪uːɳoː
واتي	ʋaːt̪iː
واجھائڻ	ʋaːd͡ʒʰaːɪɳʊ
واجھه	ʋaːd͡ʒʰʊ
واجھو	ʋaːd͡ʒʰoː
واحد	ʋaːhɪd̪ʊ
واد	ʋaːd̪ʊ
وادي	ʋaːdiː
وار	ʋaːɾʊ
وارتا	ʋaːɾt̪aː
وارثي	ʋaːɾɪsiː
وارو	ʋaːɾoː
واري	ʋaːɾiː
وارچرو	ʋaːɾət͡ʃəɾoː
وارڻ	ʋaːɾəɳʊ
وارڻي	ʋaːɾɪɳiː
واس	ʋaːsʊ
واساڙو	ʋaːsaːɽoː
واستين	ʋaːst̪iːnə
واسطو	ʋaːst̪oː
واسطي	ʋaːst̪eː
واسوڙو	ʋaːsuːɽoː
واسينگ	ʋaːsiːŋɡʊ
واسڻ	ʋaːsəɳʊ
واسڻي	ʋaːsɪɳiː
واصل	ʋaːsʊlʊ
واعدو	ʋaːɪd̪oː
واقعو	ʋaːqiːoː
واقف	ʋaːqʊfʊ
واقفي	ʋaːqʊfiː
واقفڪار	ʋaːqʊfkaːɾʊ
والارڻ	ʋaːlaːɾəɳʊ
والد	waːlɪd̪
والدين	ʋaːld̪əjn
والس	ʋaːlɪsʊ
والسي	ʋaːlɪsiː
والهاٽو	ʋaːlhaːʈoː
والي	ʋaːliː
والڇٽي	ʋaːlət͡ʃʰəʈiː
وامڻ	ʋaːməɳʊ
وامڻي	ʋaːmɳiː
وانج	ʋaːɲd͡ʒə
وانجڻ	ʋaːɲd͡ʒəɳʊ
واندو	ʋaːnd̪oː
وانر	ʋaːnəɾʊ
وانڌو	ʋaːnd̪ʰoː
وانڍو	ʋaːɳɖʰoː
وانڪڻ	ʋaːŋkəɳʊ
وانگر	ʋaːŋɡʊɾʊ
وانگوڙو	ʋaːŋɡuːɽoː
وانگي	ʋaːŋɡiː
واهرو	ʋaːhʊɾuː
واهه	ʋaːhə
واهو	ʋaːhoː
واهولو	ʋaːhoːloː
واهي	ʋaːhiː
واهيرو	ʋaːheːɾoː
واهپو	ʋaːhɪpoː
واهڙ	ʋaːhʊɽʊ
واهڻ	ʋaːhəɳʊ
واونا	ʋaːʋənaː
واوڙنگ	ʋaːʋɪɽəŋɡʊ
واٽ	ʋaːʈə
واٽائتو	ʋaːʈaːɪt̪oː
واٽمارو	ʋaːʈəmaːɾuː
واپار	ʋaːpaːɾʊ
